source,source dataset,source variables,source variables other datasets.dataset,source variables other datasets.name,target,target dataset,target variable,match,status,description,syntax,comments
PELAGIE,harmonized,AGGR_INSTR_1,,,ATHLETE_CDM,outcome_ath,aggr_instr_1,partial,final,,instr=13;,"Partial CBCL scale:
(1)	how often would you say that your child has been rebellious or refused to obey? 
(2)	how often would you say your child has been in a fight? 
(3)	how often would you say that your child did not seem to feel remorse after misbehaving?
(4)	how often would you say that your child has not changed their behaviour after being punished?
(5)	how often would you say your child has physically attacked others?
(6)	how often would you say that your child has hit, bitten or kicked other children?"
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle_CDM,outcome,adhd_pro_6,complete,final,data collected at the 6-year-old follow-up and concerns food allergy since birth,"array HY{5} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY6_raw=sum(of HY{*});
score_HY6_mean=score_HY6_raw/HYi;
score_HY6_pro=round(score_HY6_mean*5,1);
end;
else do; score_H6_raw=.;  score_HY6_mean=.; score_HY6_pro=.;
end;
array adhd_raw (4) adhd_raw_5-adhd_raw_8;
array adhd_pro (4) adhd_pro_5-adhd_pro_8;
array adhd_mean (4) adhd_avg_5-adhd_avg_8;

do i=1 to 4;
if round_SDQ_age6=i+4 then do;
adhd_raw(i)=score_HY6_raw;
adhd_pro(i)=score_HY6_pro;
adhd_mean(i)=score_HY6_mean;
end;
end;",data collected at the 6-year-old follow-up and concerns food allergy since birth
PELAGIE,pelagie_exam12,AGE_EXAM_JOUR,,,LifeCycle_CDM,outcome,ldlcage_149,complete,final,,ldlcage_149=age_exam_jour;,
PELAGIE,harmonized,AGGR_PRO_7,,,ATHLETE_CDM,outcome_ath,aggr_pc_7,complete,final,,"SDQ6$aggr_pc_7<-xtile(SDQ6$aggr_pro_7, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children
PELAGIE,pelagie_q2,"B304,B309,B311,B312,B316,B320",,,LifeCycle_CDM,outcome,adhd_pro_2,partial,final,"Partial CBCL scale:
(1)	how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2)	how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(3)	how often would you say your child has constantly fidgeted?
(4)	how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(5)	how often would you say that your child has had difficulty waiting for their turn in a game?
(6)	how often would you say your child has been inattentive/distracted?","array HY{6} b304 b309 b311 b312 b316 b320;
HYi=N(of HY{*}); HYp=HYi/6;
if HYp>=0.75 then do;
score_HY2_raw=sum(of HY{*});
score_HY2_mean=score_HY2_raw/HYi;
score_HY2_pro=round(score_HY2_mean*6,1);
end;
else do; score_HY2_raw=.;  score_HY2_mean=.; score_HY2_pro=.;
end;
array adhd_raw (3) adhd_raw_1-adhd_raw_3;
array adhd_pro (3) adhd_pro_1-adhd_pro_3;
array adhd_mean (3) adhd_avg_1-adhd_avg_3;
do i=1 to 3;
if round_SDQ_age2=i then do;
adhd_raw(i)=score_HY2_raw;
adhd_pro(i)=score_HY2_pro;
adhd_mean(i)=score_HY2_mean;
end;
end;","Partial CBCL scale:
(1)	how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2)	how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(3)	how often would you say your child has constantly fidgeted?
(4)	how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(5)	how often would you say that your child has had difficulty waiting for their turn in a game?
(6)	how often would you say your child has been inattentive/distracted?"
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25",,,LifeCycle_CDM,outcome,adhd_raw_11,complete,final,,"array HY{5} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY12_raw=sum(of HY{*});
score_HY12_mean=score_HY12_raw/HYi;
score_HY12_pro=round(score_HY12_mean*5,1);
end;
else do; score_HY12_raw=.;  score_HY12_mean=.; score_HY12_pro=.;
end;

array adhd_raw (4) adhd_raw_11-adhd_raw_14;
array adhd_pro (4) adhd_pro_11-adhd_pro_14;
array adhd_mean (4) adhd_avg_11-adhd_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
adhd_raw(i)=score_HY12_raw;
adhd_pro(i)=score_HY12_pro;
adhd_mean(i)=score_HY12_mean;
end;
end;",
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25",,,LifeCycle_CDM,outcome,adhd_raw_12,complete,final,,"array HY{5} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY12_raw=sum(of HY{*});
score_HY12_mean=score_HY12_raw/HYi;
score_HY12_pro=round(score_HY12_mean*5,1);
end;
else do; score_HY12_raw=.;  score_HY12_mean=.; score_HY12_pro=.;
end;

array adhd_raw (4) adhd_raw_11-adhd_raw_14;
array adhd_pro (4) adhd_pro_11-adhd_pro_14;
array adhd_mean (4) adhd_avg_11-adhd_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
adhd_raw(i)=score_HY12_raw;
adhd_pro(i)=score_HY12_pro;
adhd_mean(i)=score_HY12_mean;
end;
end;",
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25",,,LifeCycle_CDM,outcome,adhd_raw_13,complete,final,,"array HY{5} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY12_raw=sum(of HY{*});
score_HY12_mean=score_HY12_raw/HYi;
score_HY12_pro=round(score_HY12_mean*5,1);
end;
else do; score_HY12_raw=.;  score_HY12_mean=.; score_HY12_pro=.;
end;

array adhd_raw (4) adhd_raw_11-adhd_raw_14;
array adhd_pro (4) adhd_pro_11-adhd_pro_14;
array adhd_mean (4) adhd_avg_11-adhd_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
adhd_raw(i)=score_HY12_raw;
adhd_pro(i)=score_HY12_pro;
adhd_mean(i)=score_HY12_mean;
end;
end;",
PELAGIE,harmonized,ADHD_PRO_13,,,LifeCycle_CDM,outcome,adhd_pc_13,complete,final,Percentile variables were generated only for years where information on prorated score was available for more than 10 children,"SDQ12$adhd_pc_13<-xtile(SDQ12$adhd_pro_13, n=100)",Percentile variables were generated only for years where information on prorated score was available for more than 10 children
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25",,,LifeCycle_CDM,outcome,adhd_raw_14,complete,final,,"array HY{5} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY12_raw=sum(of HY{*});
score_HY12_mean=score_HY12_raw/HYi;
score_HY12_pro=round(score_HY12_mean*5,1);
end;
else do; score_HY12_raw=.;  score_HY12_mean=.; score_HY12_pro=.;
end;

array adhd_raw (4) adhd_raw_11-adhd_raw_14;
array adhd_pro (4) adhd_pro_11-adhd_pro_14;
array adhd_mean (4) adhd_avg_11-adhd_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
adhd_raw(i)=score_HY12_raw;
adhd_pro(i)=score_HY12_pro;
adhd_mean(i)=score_HY12_mean;
end;
end;",
PELAGIE,pelagie_q2,"B304,B309,B311,B312,B316,B320",,,LifeCycle_CDM,outcome,adhd_pro_1,partial,final,"Partial CBCL scale:
(1)	how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2)	how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(3)	how often would you say your child has constantly fidgeted?
(4)	how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(5)	how often would you say that your child has had difficulty waiting for their turn in a game?
(6)	how often would you say your child has been inattentive/distracted?","array HY{6} b304 b309 b311 b312 b316 b320;
HYi=N(of HY{*}); HYp=HYi/6;
if HYp>=0.75 then do;
score_HY2_raw=sum(of HY{*});
score_HY2_mean=score_HY2_raw/HYi;
score_HY2_pro=round(score_HY2_mean*6,1);
end;
else do; score_HY2_raw=.;  score_HY2_mean=.; score_HY2_pro=.;
end;
array adhd_raw (3) adhd_raw_1-adhd_raw_3;
array adhd_pro (3) adhd_pro_1-adhd_pro_3;
array adhd_mean (3) adhd_avg_1-adhd_avg_3;
do i=1 to 3;
if round_SDQ_age2=i then do;
adhd_raw(i)=score_HY2_raw;
adhd_pro(i)=score_HY2_pro;
adhd_mean(i)=score_HY2_mean;
end;
end;","Partial CBCL scale:
(1)	how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2)	how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(3)	how often would you say your child has constantly fidgeted?
(4)	how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(5)	how often would you say that your child has had difficulty waiting for their turn in a game?
(6)	how often would you say your child has been inattentive/distracted?"
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25",,,LifeCycle_CDM,outcome,adhd_pro_11,complete,final,,"array HY{5} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY12_raw=sum(of HY{*});
score_HY12_mean=score_HY12_raw/HYi;
score_HY12_pro=round(score_HY12_mean*5,1);
end;
else do; score_HY12_raw=.;  score_HY12_mean=.; score_HY12_pro=.;
end;

array adhd_raw (4) adhd_raw_11-adhd_raw_14;
array adhd_pro (4) adhd_pro_11-adhd_pro_14;
array adhd_mean (4) adhd_avg_11-adhd_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
adhd_raw(i)=score_HY12_raw;
adhd_pro(i)=score_HY12_pro;
adhd_mean(i)=score_HY12_mean;
end;
end;",
PELAGIE,pelagie_q2,"B304,B309,B311,B312,B316,B320",,,LifeCycle_CDM,outcome,adhd_pro_3,partial,final,"Partial CBCL scale:
(1)	how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2)	how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(3)	how often would you say your child has constantly fidgeted?
(4)	how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(5)	how often would you say that your child has had difficulty waiting for their turn in a game?
(6)	how often would you say your child has been inattentive/distracted?","array HY{6} b304 b309 b311 b312 b316 b320;
HYi=N(of HY{*}); HYp=HYi/6;
if HYp>=0.75 then do;
score_HY2_raw=sum(of HY{*});
score_HY2_mean=score_HY2_raw/HYi;
score_HY2_pro=round(score_HY2_mean*6,1);
end;
else do; score_HY2_raw=.;  score_HY2_mean=.; score_HY2_pro=.;
end;
array adhd_raw (3) adhd_raw_1-adhd_raw_3;
array adhd_pro (3) adhd_pro_1-adhd_pro_3;
array adhd_mean (3) adhd_avg_1-adhd_avg_3;
do i=1 to 3;
if round_SDQ_age2=i then do;
adhd_raw(i)=score_HY2_raw;
adhd_pro(i)=score_HY2_pro;
adhd_mean(i)=score_HY2_mean;
end;
end;","Partial CBCL scale:
(1)	how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2)	how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(3)	how often would you say your child has constantly fidgeted?
(4)	how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(5)	how often would you say that your child has had difficulty waiting for their turn in a game?
(6)	how often would you say your child has been inattentive/distracted?"
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle_CDM,outcome,adhd_pro_5,complete,final,data collected at the 6-year-old follow-up and concerns food allergy since birth,"array HY{5} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY6_raw=sum(of HY{*});
score_HY6_mean=score_HY6_raw/HYi;
score_HY6_pro=round(score_HY6_mean*5,1);
end;
else do; score_H6_raw=.;  score_HY6_mean=.; score_HY6_pro=.;
end;
array adhd_raw (4) adhd_raw_5-adhd_raw_8;
array adhd_pro (4) adhd_pro_5-adhd_pro_8;
array adhd_mean (4) adhd_avg_5-adhd_avg_8;

do i=1 to 4;
if round_SDQ_age6=i+4 then do;
adhd_raw(i)=score_HY6_raw;
adhd_pro(i)=score_HY6_pro;
adhd_mean(i)=score_HY6_mean;
end;
end;",data collected at the 6-year-old follow-up and concerns food allergy since birth
PELAGIE,pelagie_q2,B3,maj_ddn_2021,DDN_2021,LifeCycle_CDM,outcome,adhd_age_1,complete,final,,adhd_age_1=(b3-ddn_2021)/365.2422;,
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle_CDM,outcome,adhd_pro_7,complete,final,data collected at the 6-year-old follow-up and concerns food allergy since birth,"array HY{5} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY6_raw=sum(of HY{*});
score_HY6_mean=score_HY6_raw/HYi;
score_HY6_pro=round(score_HY6_mean*5,1);
end;
else do; score_H6_raw=.;  score_HY6_mean=.; score_HY6_pro=.;
end;
array adhd_raw (4) adhd_raw_5-adhd_raw_8;
array adhd_pro (4) adhd_pro_5-adhd_pro_8;
array adhd_mean (4) adhd_avg_5-adhd_avg_8;

do i=1 to 4;
if round_SDQ_age6=i+4 then do;
adhd_raw(i)=score_HY6_raw;
adhd_pro(i)=score_HY6_pro;
adhd_mean(i)=score_HY6_mean;
end;
end;",data collected at the 6-year-old follow-up and concerns food allergy since birth
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle_CDM,outcome,adhd_pro_8,complete,final,,"array HY{5} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY6_raw=sum(of HY{*});
score_HY6_mean=score_HY6_raw/HYi;
score_HY6_pro=round(score_HY6_mean*5,1);
end;
else do; score_H6_raw=.;  score_HY6_mean=.; score_HY6_pro=.;
end;
array adhd_raw (4) adhd_raw_5-adhd_raw_8;
array adhd_pro (4) adhd_pro_5-adhd_pro_8;
array adhd_mean (4) adhd_avg_5-adhd_avg_8;

do i=1 to 4;
if round_SDQ_age6=i+4 then do;
adhd_raw(i)=score_HY6_raw;
adhd_pro(i)=score_HY6_pro;
adhd_mean(i)=score_HY6_mean;
end;
end;",
PELAGIE,harmonized,BIOMES_0,,,LifeCycle_CDM,outcome,biomes_147,complete,final,,biomes_147=0;,
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25",,,LifeCycle_CDM,outcome,adhd_pro_12,complete,final,,"array HY{5} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY12_raw=sum(of HY{*});
score_HY12_mean=score_HY12_raw/HYi;
score_HY12_pro=round(score_HY12_mean*5,1);
end;
else do; score_HY12_raw=.;  score_HY12_mean=.; score_HY12_pro=.;
end;

array adhd_raw (4) adhd_raw_11-adhd_raw_14;
array adhd_pro (4) adhd_pro_11-adhd_pro_14;
array adhd_mean (4) adhd_avg_11-adhd_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
adhd_raw(i)=score_HY12_raw;
adhd_pro(i)=score_HY12_pro;
adhd_mean(i)=score_HY12_mean;
end;
end;",
PELAGIE,pelagie_q2,B3,maj_ddn_2021,DDN_2021,LifeCycle_CDM,outcome,adhd_age_2,complete,final,,adhd_age_2=(b3-ddn_2021)/365.2422;,
PELAGIE,pelagie_q2,B3,maj_ddn_2021,DDN_2021,LifeCycle_CDM,outcome,adhd_age_3,complete,final,,adhd_age_3=(b3-ddn_2021)/365.2422;,
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25",,,LifeCycle_CDM,outcome,adhd_pro_13,complete,final,,"array HY{5} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY12_raw=sum(of HY{*});
score_HY12_mean=score_HY12_raw/HYi;
score_HY12_pro=round(score_HY12_mean*5,1);
end;
else do; score_HY12_raw=.;  score_HY12_mean=.; score_HY12_pro=.;
end;

array adhd_raw (4) adhd_raw_11-adhd_raw_14;
array adhd_pro (4) adhd_pro_11-adhd_pro_14;
array adhd_mean (4) adhd_avg_11-adhd_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
adhd_raw(i)=score_HY12_raw;
adhd_pro(i)=score_HY12_pro;
adhd_mean(i)=score_HY12_mean;
end;
end;",
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25",,,LifeCycle_CDM,outcome,adhd_pro_14,complete,final,,"array HY{5} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY12_raw=sum(of HY{*});
score_HY12_mean=score_HY12_raw/HYi;
score_HY12_pro=round(score_HY12_mean*5,1);
end;
else do; score_HY12_raw=.;  score_HY12_mean=.; score_HY12_pro=.;
end;

array adhd_raw (4) adhd_raw_11-adhd_raw_14;
array adhd_pro (4) adhd_pro_11-adhd_pro_14;
array adhd_mean (4) adhd_avg_11-adhd_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
adhd_raw(i)=score_HY12_raw;
adhd_pro(i)=score_HY12_pro;
adhd_mean(i)=score_HY12_mean;
end;
end;",
