resource,dataset,name,collection event,topics,label,format,unit,mandatory,description,example values,notes
ALSPAC,core,kv1028,,,A3i: Child had ear infection in past year,binary,,,Maternal report of child ear infection in the past 12 months,,,
ALSPAC,core,kv1029,,,A3j: Child had chest infection in past year,binary,,,Maternal report of child chest infection in the past 12 months,,,
ALSPAC,core,kv1030,,,A3k: Child had tonsillitis or laryngitis in past year,binary,,,Maternal report of child wheezing or whistling in the past 12 months,,,
ALSPAC,core,kv1050,,,A4k: Child had wheezing in past 12 months,categorical,,,Maternal report of child wheeze in the past 12 months,,,
ALSPAC,core,kv1060,,,A4u: Child had eczema in past 12 months,categorical,,,Maternal report of child eczema in the past 12 months,,,
ALSPAC,core,kv1070,,,A5: Doctor stated that child has asthma or eczema,categorical,,,Maternal report of child diagnosis of asthma or eczema by doctor,,,
ALSPAC,core,kv1080,,,A6a: Child had wheezing and whistling in chest in past year,categorical,,,Maternal report of child wheezing or whistling in the past 12 months,,,
ALSPAC,core,kv1111,,,A8b: Child had itchy/dry rash in joints in past year,binary,,,Maternal report of child itchy rash in joints in the past 12 months,,,
ALSPAC,core,kv2220,,,B1w: In past year child has had medicine/pills/drops/ointments for asthma,categorical,,,Maternal report of child taking asthma medication in past 12 months,,,
ALSPAC,core,kv2480,,,"B3a: Frequency that child used ""Reliever"" inhaler for asthma or wheezing in past month",categorical,,,"Maternal report of child use of ""reliever"" inhaler in past month",,,
ALSPAC,core,kv2481,,,"B3b: Frequency that child used ""Preventer"" inhaler for asthma or wheezing in past month",categorical,,,"Maternal report of child use of ""preventer"" inhaler in past month",,,
ALSPAC,core,kv8520,,,SCDC: Child was unaware of other people's feelings over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8521,,,SCDC: Child did not realise when others were upset/angry over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8522,,,SCDC: Child did not notice the effect of own behaviour on other family members over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8523,,,SCDC: Child's behaviour often disrupted normal family life over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8524,,,SCDC: Child was very demanding of other people's time over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8525,,,SCDC: Child was difficult to reason with when upset over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8526,,,SCDC: Child did not seem to understand social skills over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8527,,,SCDC: Child did not pick up on body language over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8528,,,SCDC: Child did not understand how to behave when out over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8529,,,SCDC: Child did not realise people were offended by own behaviour over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8530,,,SCDC: Child did not respond when told to do something over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv8531,,,SCDC: Child did not follow commands unless carefully worded over past 6 months,categorical,,,Item from Skuse social cognition measure (SCDC),,,
ALSPAC,core,kv9991a,,,DV: Age of study child at completion (months),continuous,month,,Child's age in months,,,
ALSPAC,core,kw1250,,,A15a: Child had periods when there was wheezing with whistling on chest when breathing in the past year,binary,,,Maternal report of child wheezing or whistling in the past 12 months,,,
ALSPAC,core,kw1280,,,"A16a: Child had any itchy, dry skin rash in the joints and creases of body in the past year",binary,,,Maternal report of child itchy rash in joints in the past 12 months,,,
ALSPAC,core,kw1290,,,"A17a: Child had an itchy, dry rash on hands in past year",binary,,,Maternal report of child itchy rash on hands in the past 12 months,,,
ALSPAC,core,kw1291,,,"A17b: Child had an itchy, dry rash on feet in past year",binary,,,Maternal report of child itchy rash on feet in the past 12 months,,,
ALSPAC,core,kw5480,,,"E3a: Child has used 'Reliever' inhaler for asthma/wheezing, past month",categorical,,,"Maternal report of child use of ""reliever"" inhaler in past month",,,
ALSPAC,core,kw5481,,,"E3b: Child has used 'Preventer' inhaler for asthma/wheezing, past month",categorical,,,"Maternal report of child use of ""preventer"" inhaler in past month",,,
ALSPAC,core,kw6501,,,SDQ: Child is restless,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Hyperactivity subscale,,,
ALSPAC,core,kw6502,,,SDQ: Child often complains of aches,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Emotional subscale,,,
ALSPAC,core,kw6504,,,SDQ: Child has temper tantrums,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Conduct problems subscale,,,
ALSPAC,core,kw6505,,,SDQ: Child is solitary,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Peer problems subscale,,,
ALSPAC,core,kw6506,,,SDQ: Child is obedient,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Conduct problems subscale,,,
ALSPAC,core,kw6507,,,SDQ:  Child often worries,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Emotional subscale,,,
ALSPAC,core,kw6509,,,SDQ: Child is fidgety,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Hyperactivity subscale,,,
ALSPAC,core,kw6510,,,SDQ: Child has at least 1 friend,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Peer problems subscale,,,
ALSPAC,core,kw6511,,,SDQ: Child often fights with others,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Conduct problems subscale,,,
ALSPAC,core,kw6512,,,SDQ: Child is often unhappy,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Emotional subscale,,,
ALSPAC,core,kw6513,,,SDQ: Child is liked by other children,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Peer problems subscale,,,
ALSPAC,core,kw6514,,,SDQ: Child is easily distracted,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Hyperactivity subscale,,,
ALSPAC,core,kw6515,,,SDQ: Child is nervous in new situations,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Emotional subscale,,,
ALSPAC,core,kw6517,,,SDQ: Child often cheats or lies,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Conduct problems subscale,,,
ALSPAC,core,kw6518,,,SDQ: Child is bullied,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Peer problems subscale,,,
ALSPAC,core,kw6520,,,SDQ: Child things before acting,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Hyperactivity subscale,,,
ALSPAC,core,kw6521,,,SDQ: Child steals from home,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Conduct problems subscale,,,
ALSPAC,core,kw6522,,,SDQ: Child prefers adults to children,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Peer problems subscale,,,
ALSPAC,core,kw6523,,,SDQ: Child has many fears,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Emotional subscale,,,
ALSPAC,core,kw6524,,,SDQ: Child has good attention,categorical,,,Strengths and Difficulties Questionnaire (SDQ): Hyperactivity subscale,,,
ALSPAC,core,kw9991a,,,Age of study child at completion (months),continuous,month,,"Exact age of the child in months, calculated from child date of birth and date of completing questionnaire",,,
ALSPAC,core,kz010,,,outcome,categorical,,,"Survival of the children up to 1 year. The categories distinguish between fetal loss at less than 20 weeks gestation (whether the fetus was lost as a miscarriage, induced abortion or termination, ectopic pregnancy or other outcome), fetal death before delivery at 20 weeks or more gestation, early neonatal death (less than seven days) of a live birth; late neonatal death (death at seven or more days but less than 28 days); post neonatal death (death from 28 days to less than one year).",,,
ALSPAC,core,kz021,,,sex,binary,,,"Child sex. This variable was obtained both from the birth notification, and post mortem examinations. Nevertheless there were 517 individuals for whom there was no sex recorded. These were mainly miscarriages or induced abortions but include 2 live born children.",,,
ALSPAC,core,kz028,,,Age of child (days),continuous,day,,Child age in days at measurement of head circumferance,,,
ALSPAC,core,kz030,,,preferred birthweight,continuous,gram,,"Variable derived from following sources: (i) obstetric data, (ii) Alspac measurers, (iii) birth notification. Where these agree this is the birthweight; where they disagree by <100g the lower value is taken; if they disagree by >100g variable set to missing",,,
ALSPAC,core,kz031,,,preferred head circ,continuous,cm,,Head circumference using ALSPAC data where available and that from clinical records where that was the only source.,,,
ALSPAC,core,kz031c,,,Child's head circumference,continuous,cm,,Head circumferance using ALSPAC measurers,,,
ALSPAC,core,kz032,,,preferred crownheel,continuous,cm,,Birth length using ALSPAC data where available and that from clinical records where that was the only source.,,,
ALSPAC,core,kz033,,,placental wt from path study,continuous,gram,,Placenta weight from subsample of Alspac fixed in formaldehyde,,,
ALSPAC,core,l4008,,,D9: Respondent was divorced since study child's 5th birthday,binary,,,"Since your child was 5, have you been separated?",,,
ALSPAC,core,l4017,,,D18: Respondent separated from partner since study child's 5th birthday,binary,,,"Since your child was 5, have you been divorced?",,,
ALSPAC,core,l6001,,,F1b: Respondent lives with partner,binary,,,Does your partner live with you?,,,
ALSPAC,core,l9991a,,,DV: Age of study child at completion of questionnaire (months),continuous,month,,Age of child in months at completion of questionnaire,,,
ALSPAC,core,LDL_BBS,,,"LDL mmol/l, BBS",continuous,mmol/litre,,LDLc,,,
ALSPAC,core,LDL_CIF31,,,"LDL mmol/l, 31mth CIF",continuous,mmol/litre,,LDLc,,,
ALSPAC,core,LDL_CIF43,,,"LDL mmol/l, 43mth CIF",continuous,mmol/litre,,LDLc,,,
ALSPAC,core,LDL_cord,,,"Low-density lipoprotein (LDL) mmol/L, cord",continuous,mmol/litre,,LDLc from cord,,,
ALSPAC,core,LDL_F7,,,"LDL mmol/l, Focus@7",continuous,mmol/litre,,LDLc,,,
ALSPAC,core,LDL_f9,,,"LDL mmol/l, Focus@9",continuous,mmol/litre,,LDLc,,,
ALSPAC,core,ldl_TF3,,,"LDL mmol/l, TF3",continuous,mmol/litre,,LDLc,,,
ALSPAC,core,LDL_TF4,,,"LDL mmol/l, TF4",continuous,mmol/litre,,LDLc,,,
ALSPAC,core,Leptin_BBS,,,"Leptin ng/ml, BBS",continuous,ng/ml,,Leptin,,,
ALSPAC,core,Leptin_CIF61,,,"Leptin ng/ml, 61mth CIF",continuous,ng/ml,,Leptin,,,
ALSPAC,core,Leptin_cord,,,"Leptin ng/ml, Cord Blood",continuous,ng/ml,,Leptin from cord,,,
ALSPAC,core,LEPTIN_f9,,,"Leptin ng/ml, Focus@9",continuous,ng/ml,,Leptin,,,
ALSPAC,core,m3000,,,C1a1: No. adults (over 18) in household,continuous,,,How many adults (over 18 years) live in your household (including yourself)?,,,
ALSPAC,core,m3001,,,C1a2: No. adults (16-18) in household,continuous,,,How many young adults (16-18 years) live in your household (including yourself)?,,,
ALSPAC,core,m3002,,,C1a3: No. children in household,continuous,,,"How many children (0-15 years, including your baby) live in your household?",,,
ALSPAC,core,m3390,,,C21a: Mother has pets,binary,,,Do you have any pets?,,,
ALSPAC,core,m3391,,,Number of cats in houshold,continuous,,,Number of cats in houshold,,,
ALSPAC,core,m3392,,,Number of dogs in houshold,continuous,,,Number of dogs in houshold,,,
ALSPAC,core,m3393,,,Number of rabits in houshold,continuous,,,Number of rabits in houshold,,,
ALSPAC,core,m3394,,,Number of rodents in houshold,continuous,,,Number of rodents in houshold,,,
ALSPAC,core,m5000,,,E1a: Mother not worked since study child born,binary,,,Derived variable indicating mothers who have not worked since study child born,,,
ALSPAC,core,m5004,,,E1b: Mother worked all time since started work,categorical,,,Have you been working all the time since you started work after the study child was born?,,,
ALSPAC,core,m991a,,,DV: Age of study child at completion of questionnaire (months),continuous,month,,Age of child in months at completion of questionnaire,,,
ALSPAC,core,months,,,Maternal age in months,continuous,month,,Maternal age in months,,,
ALSPAC,core,mult_no,,,MULTIPLE_I,integer,,,Unique ID to identify women who had multiple pregnancies within Alspac,,,
ALSPAC,core,mz005a,,,More than 1 pregnancy in core ALSPAC sample,binary,,,Whether or not the mother had more than one pregnancy within the core ALSPAC sample,,,
ALSPAC,core,mz010,,,Pregnancy size,categorical,,,Pregnancy size,,,
ALSPAC,core,mz011,,,Pregnancy outcome pre 20 wk,categorical,,,Detailed outcomes of pregnancy before 20 weeks. Miscarriage is defined as the death of a fetus in utero prior to delivery. Termination is deliberate delivery of a fetus  for  fetuses that died in utero but for whom labour had to be induced are coded as miscarriages. It can be seen that the miscarriages have been classified according to the gestation at which the miscarriage took place. For 18 pregnancieswhatever reason. However  fetuses that died in utero but for whom labour had to be induced are coded as miscarriages. It can be seen that the miscarriages have been classified according to the gestation at which the miscarriage took place. For 18 pregnancies  there was no reliable information that allowed us to estimate the gestation at miscarriage and these are coded as miscarriage gestation not known. Terminations were classified according to whether they were for a congenital malformation (code 6) or other reasons (code 7). Note that women intending to have a termination for social reasons were unlikely to take part in the study. There was a miscellaneous group of 9 pregnancies with outcomes before 20 weeks that did not conform to the definition of either a miscarriage or termination - and these are coded separately (code 8). They include ectopic pregnancies and hydatidiform moles.,,,
ALSPAC,core,mz023,,,Gestn at miscarriage or delivery (weeks),continuous,week,,"Gestation when the pregnancy ended. In regard to miscarriages this will be the gestation at the time at which the fetus was thought to have died rather than the time at which the fetus was expelled. For all infants that were delivered after twenty weeks, if there  as  any suggestion that the gestation was preterm (i.e. less than 37 weeks) then the clinical records were reviewed by Professor Ian MacGillivray in the likelihood of the recorded gestation being correct or otherwise. Clinical records were reviewed not only for  pregnancies that appeared preterm using the mother’s LMP but also if the clinically recorded gestation based on ultrasound or the clinician’s impression was less than 37 weeks or if the paediatric estimate of gestation was less than 37 weeks.",,,
ALSPAC,core,mz024b,,,Year of delivery,continuous,year,,Year child was born,,,
ALSPAC,core,mz028b,,,Grouped age of mother at delivery,continuous,year,,Maternal age at delivery (note values < 15 set as 15 and values > 44 set at 44),,,
ALSPAC,core,n4000,,,E1a1: Mother has CSEs or GCSEs grades D-G,binary,,,"Mother reported having CSE/GCSE (D,E,F,G)",,,
ALSPAC,core,n4001,,,E1b1: Mother has O-levels or GCSEs grades A-C,binary,,,"Mother reported having O-level/GCSE (A,B,C)",,,
ALSPAC,core,n4002,,,E1c1: Mother has A-levels,binary,,,Mother reported having A-levels,,,
ALSPAC,core,n4003,,,"E1d1: Mother has qualifications in shorthand, typing or other skills",binary,,,Mother reported having a vocational qualification,,,
ALSPAC,core,n4004,,,E1e1: Mother has done an apprenticeship,binary,,,Mother reported having done apprenticeship,,,
ALSPAC,core,n4005,,,E1f1: Mother is a state enrolled nurse,binary,,,Mother reported being a state enrolled nurse,,,
ALSPAC,core,n4006,,,E1g1: Mother is a state registered nurse,binary,,,Mother reported being a state registered nurse,,,
ALSPAC,core,n4007,,,E1h1: Mother has a City and Guilds intermediate technical qualification,binary,,,Mother reported having a City & Guilds intermediate technical qualification,,,
ALSPAC,core,n4008,,,E1i1: Mother has a City and Guilds final technical qualification,binary,,,Mother reported having a City & Guilds final technical qualification,,,
ALSPAC,core,n4009,,,E1j1: Mother has a City and Guilds full technical qualification,binary,,,Mother reported having a City & Guilds full technical qualification,,,
ALSPAC,core,n4010,,,E1k1: Mother has a teaching qualification,binary,,,Mother reported having a teaching qualification,,,
ALSPAC,core,n4011,,,E1l1: Mother has a university degree,binary,,,Mother reported having a university degree,,,
ALSPAC,core,n4012,,,E1m1: Mother has no qualifications,binary,,,Mother's reported having no qualifications,,,
ALSPAC,core,n4015,,,E1p1: Mother has other qualifications,binary,,,Mother reported having other educational qualifications,,,
ALSPAC,core,n4020,,,E1a2: Partner has CSEs or GCSEs grades D-G,binary,,,"Mother reported partner has CSE/GCSE (D,E,F,G)",,,
ALSPAC,core,n4021,,,E1b2: Partner has O-levels or GCSEs grades A-C,binary,,,"Mother reported partner has O-level/GCSE (A,B,C)",,,
ALSPAC,core,n4022,,,E1c2: Partner has A-levels,binary,,,Mother reported partner has A-levels,,,
ALSPAC,core,n4023,,,"E1d2: Partner has qualifications in shorthand, typing or other skills",binary,,,Mother reported partner has a vocational qualification,,,
ALSPAC,core,n4024,,,E1e2: Partner has done an apprenticeship,binary,,,Mother reported partner has done apprenticeship,,,
ALSPAC,core,n4025,,,E1f2: Partner is a state enrolled nurse,binary,,,Mother reported partner is a state enrolled nurse,,,
ALSPAC,core,n4026,,,E1g2: Partner is a state registered nurse,binary,,,Mother reported partner is a state registered nurse,,,
ALSPAC,core,n4027,,,E1h2: Partner has a City and Guilds intermediate technical qualification,binary,,,Mother reported partner has a City & Guilds intermediate technical qualification,,,
ALSPAC,core,n4028,,,E1i2: Partner has a City and Guilds final technical qualification,binary,,,Mother reported partner has a City & Guilds final technical qualification,,,
ALSPAC,core,n4029,,,E1j2: Partner has a City and Guilds full technical qualification,binary,,,Mother reported partner has a City & Guilds full technical qualification,,,
ALSPAC,core,n4030,,,E1k2: Partner has a teaching qualification,binary,,,Mother reported partner has a teaching qualification,,,
ALSPAC,core,n4031,,,E1l2: Partner has a university degree,binary,,,Mother reported partner has a university degree,,,
