name,order,code,parent,ontologyTermURI,definition,codesystem
T42.8 Antiparkinsonism drugs and other central muscle-tone depressants,9414,T42.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T42.8,,ICD10
"T43 Poisoning by psychotropic drugs, not elsewhere classified",9415,T43,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43,,ICD10
"T43.0 Poisoning by psychotropic drugs, not elsewhere classified - Tricyclic and tetracyclic antidepressants",9416,T43.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43.0,ORPHAcode: 43117 Acute tricyclic antidepressant poisoning,ICD10
"T43.1 Poisoning by psychotropic drugs, not elsewhere classified - Monoamine-oxidase-inhibitor antidepressants",9417,T43.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43.1,,ICD10
"T43.2 Poisoning by psychotropic drugs, not elsewhere classified - Other and unspecified antidepressants",9418,T43.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43.2,,ICD10
T43.3 Phenothiazine antipsychotics and neuroleptics,9419,T43.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43.3,,ICD10
"T43.4 Poisoning by psychotropic drugs, not elsewhere classified - Butyrophenone and thioxanthene neuroleptics",9420,T43.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43.4,,ICD10
"T43.5 Poisoning by psychotropic drugs, not elsewhere classified - Other and unspecified antipsychotics and neuroleptics",9421,T43.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43.5,,ICD10
"T43.6 Poisoning by psychotropic drugs, not elsewhere classified - Psychostimulants with abuse potential",9422,T43.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43.6,,ICD10
"T43.8 Other psychotropic drugs, not elsewhere classified",9423,T43.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43.8,,ICD10
"T43.9 Psychotropic drug, unspecified",9424,T43.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T43.9,,ICD10
T44 Poisoning by drugs primarily affecting the autonomic nervous system,9425,T44,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44,,ICD10
T44.0 Poisoning by drugs primarily affecting the autonomic nervous system - Anticholinesterase agents,9426,T44.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.0,,ICD10
T44.1 Other parasympathomimetics [cholinergics],9427,T44.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.1,,ICD10
"T44.2 Ganglionic blocking drugs, not elsewhere classified",9428,T44.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.2,,ICD10
"T44.3 Other parasympatholytics [anticholinergics and antimuscarinics] and spasmolytics, not elsewhere classified",9429,T44.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.3,,ICD10
"T44.4 Poisoning by drugs primarily affecting the autonomic nervous system - Predominantly alpha-adrenoreceptor agonists, not elsewhere classified",9430,T44.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.4,,ICD10
"T44.5 Poisoning by drugs primarily affecting the autonomic nervous system - Predominantly beta-adrenoreceptor agonists, not elsewhere classified",9431,T44.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.5,,ICD10
"T44.6 Poisoning by drugs primarily affecting the autonomic nervous system - Alpha-adrenoreceptor antagonists, not elsewhere classified",9432,T44.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.6,,ICD10
"T44.7 Poisoning by drugs primarily affecting the autonomic nervous system - Beta-adrenoreceptor antagonists, not elsewhere classified",9433,T44.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.7,,ICD10
"T44.8 Poisoning by drugs primarily affecting the autonomic nervous system - Centrally acting and adrenergic-neuron-blocking agents, not elsewhere classified",9434,T44.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.8,,ICD10
T44.9 Other and unspecified drugs primarily affecting the autonomic nervous system,9435,T44.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T44.9,,ICD10
"T45 Poisoning by primarily systemic and haematological agents, not elsewhere classified",9436,T45,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45,,ICD10
T45.0 Antiallergic and antiemetic drugs,9437,T45.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.0,,ICD10
T45.1 Antineoplastic and immunosuppressive drugs,9438,T45.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.1,ORPHAcode: 217064 5-fluorouracil poisoning,ICD10
"T45.2 Vitamins, not elsewhere classified",9439,T45.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.2,,ICD10
"T45.3 Enzymes, not elsewhere classified",9440,T45.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.3,,ICD10
T45.4 Iron and its compounds,9441,T45.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.4,,ICD10
"T49.7 Dental drugs, topically applied",9442,T49.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.7,,ICD10
"T46.8 Antivaricose drugs, including sclerosing agents",9443,T46.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.8,,ICD10
"T45.5 Poisoning by primarily systemic and haematological agents, not elsewhere classified - Anticoagulants",9444,T45.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.5,,ICD10
"T45.6 Poisoning by primarily systemic and haematological agents, not elsewhere classified - Fibrinolysis-affecting drugs",9445,T45.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.6,,ICD10
"T45.7 Anticoagulant antagonists, vitamin K and other coagulants",9446,T45.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.7,,ICD10
T45.8 Other primarily systemic and haematological agents,9447,T45.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.8,,ICD10
"T45.9 Primarily systemic and haematological agent, unspecified",9448,T45.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T45.9,,ICD10
T46 Poisoning by agents primarily affecting the cardiovascular system,9449,T46,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46,,ICD10
T46.0 Poisoning by agents primarily affecting the cardiovascular system - Cardiac-stimulant glycosides and drugs of similar action,9450,T46.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.0,ORPHAcode: 31828 Digitalis poisoning,ICD10
T46.1 Poisoning by agents primarily affecting the cardiovascular system - Calcium-channel blockers,9451,T46.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.1,,ICD10
"T46.2 Other antidysrhythmic drugs, not elsewhere classified",9452,T46.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.2,,ICD10
"T46.3 Poisoning by agents primarily affecting the cardiovascular system - Coronary vasodilators, not elsewhere classified",9453,T46.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.3,,ICD10
T46.4 Poisoning by agents primarily affecting the cardiovascular system - Angiotensin-converting-enzyme inhibitors,9454,T46.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.4,,ICD10
"T46.5 Other antihypertensive drugs, not elsewhere classified",9455,T46.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.5,,ICD10
T46.6 Poisoning by agents primarily affecting the cardiovascular system - Antihyperlipidaemic and antiarteriosclerotic drugs,9456,T46.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.6,,ICD10
T46.7 Poisoning by agents primarily affecting the cardiovascular system - Peripheral vasodilators,9457,T46.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.7,,ICD10
T49.8 Other topical agents,9458,T49.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.8,,ICD10
T46.9 Other and unspecified agents primarily affecting the cardiovascular system,9459,T46.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T46.9,,ICD10
T47 Poisoning by agents primarily affecting the gastrointestinal system,9460,T47,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47,,ICD10
T47.0 Poisoning by agents primarily affecting the gastrointestinal system - -receptor antagonists,9461,T47.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.0,,ICD10
T47.1 Other antacids and anti-gastric-secretion drugs,9462,T47.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.1,,ICD10
T47.2 Poisoning by agents primarily affecting the gastrointestinal system - Stimulant laxatives,9463,T47.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.2,,ICD10
T47.3 Poisoning by agents primarily affecting the gastrointestinal system - Saline and osmotic laxatives,9464,T47.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.3,,ICD10
T47.4 Other laxatives,9465,T47.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.4,,ICD10
T47.5 Poisoning by agents primarily affecting the gastrointestinal system - Digestants,9466,T47.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.5,,ICD10
T47.6 Poisoning by agents primarily affecting the gastrointestinal system - Antidiarrhoeal drugs,9467,T47.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.6,,ICD10
T47.7 Poisoning by agents primarily affecting the gastrointestinal system - Emetics,9468,T47.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.7,,ICD10
T47.8 Other agents primarily affecting the gastrointestinal system,9469,T47.8,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.8,,ICD10
"T47.9 Agent primarily affecting the gastrointestinal system, unspecified",9470,T47.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T47.9,,ICD10
T48 Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system,9471,T48,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T48,,ICD10
T48.0 Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system - Oxytocic drugs,9472,T48.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T48.0,,ICD10
T48.1 Skeletal muscle relaxants [neuromuscular blocking agents],9473,T48.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T48.1,,ICD10
T48.2 Other and unspecified agents primarily acting on muscles,9474,T48.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T48.2,,ICD10
T48.3 Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system - Antitussives,9475,T48.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T48.3,,ICD10
T48.4 Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system - Expectorants,9476,T48.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T48.4,,ICD10
T48.5 Anti-common-cold drugs,9477,T48.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T48.5,,ICD10
"T48.6 Poisoning by agents primarily acting on smooth and skeletal muscles and the respiratory system - Antiasthmatics, not elsewhere classified",9478,T48.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T48.6,,ICD10
T48.7 Other and unspecified agents primarily acting on the respiratory system,9479,T48.7,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T48.7,,ICD10
"T49 Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs",9480,T49,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49,,ICD10
"T49.0 Local antifungal, anti-infective and anti-inflammatory drugs, not elsewhere classified",9481,T49.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.0,,ICD10
"T49.1 Poisoning by topical agents primarily affecting skin and mucous membrane and by ophthalmological, otorhinolaryngological and dental drugs - Antipruritics",9482,T49.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.1,,ICD10
T49.2 Local astringents and local detergents,9483,T49.2,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.2,,ICD10
"T49.3 Emollients, demulcents and protectants",9484,T49.3,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.3,,ICD10
"T49.4 Keratolytics, keratoplastics and other hair treatment drugs and preparations",9485,T49.4,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.4,,ICD10
T49.5 Ophthalmological drugs and preparations,9486,T49.5,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.5,,ICD10
T49.6 Otorhinolaryngological drugs and preparations,9487,T49.6,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.6,,ICD10
"T49.9 Topical agent, unspecified",9488,T49.9,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T49.9,,ICD10
"T50 Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances",9489,T50,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T50,,ICD10
T50.0 Mineralocorticoids and their antagonists,9490,T50.0,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T50.0,,ICD10
T50.1 Loop [high-ceiling] diuretics,9491,T50.1,"T36-T50 Poisoning by drugs, medicaments and biological substances",http://identifiers.org/icd/T50.1,,ICD10
