name,code,order,parent,ontologyTermURI
J07BC (Hepatitis vaccines),J07BC,3038,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096565
"J07BC01 (hepatitis B, purified antigen)",J07BC01,3039,J07BC (Hepatitis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096566
"J07BC02 (hepatitis A, inactivated, whole virus)",J07BC02,3040,J07BC (Hepatitis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096567
J07BC20 (combinations),J07BC20,3041,J07BC (Hepatitis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096568
J07BD (Measles vaccines),J07BD,3042,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096569
"J07BD01 (measles, live attenuated)",J07BD01,3043,J07BD (Measles vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096570
"J07BD51 (measles, combinations with mumps, live attenuated)",J07BD51,3044,J07BD (Measles vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096571
"J07BD52 (measles, combinations with mumps and rubella, live attenuated)",J07BD52,3045,J07BD (Measles vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096572
"J07BD53 (measles, combinations with rubella, live attenuated)",J07BD53,3046,J07BD (Measles vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096573
"J07BD54 (measles, combinations with mumps, rubella and varicella, live attenuated)",J07BD54,3047,J07BD (Measles vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096574
J07BE (Mumps vaccines),J07BE,3048,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096575
"J07BE01 (mumps, live attenuated)",J07BE01,3049,J07BE (Mumps vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096576
J07BF (Poliomyelitis vaccines),J07BF,3050,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096577
"J07BF01 (poliomyelitis oral, monovalent, live attenuated)",J07BF01,3051,J07BF (Poliomyelitis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096578
"J07BF02 (poliomyelitis oral, trivalent, live attenuated)",J07BF02,3052,J07BF (Poliomyelitis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096579
"J07BF03 (poliomyelitis, trivalent, inactivated, whole virus)",J07BF03,3053,J07BF (Poliomyelitis vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096580
J07BG (Rabies vaccines),J07BG,3054,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096581
"J07BG01 (rabies, inactivated, whole virus)",J07BG01,3055,J07BG (Rabies vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096582
J07BH (Rota virus diarrhea vaccines),J07BH,3056,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096583
"J07BH01 (rota virus, live attenuated)",J07BH01,3057,J07BH (Rota virus diarrhea vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096584
"J07BH02 (rota virus, pentavalent, live, reassorted)",J07BH02,3058,J07BH (Rota virus diarrhea vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096585
J07BJ (Rubella vaccines),J07BJ,3059,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096586
"J07BJ01 (rubella, live attenuated)",J07BJ01,3060,J07BJ (Rubella vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096587
"J07BJ51 (rubella, combinations with mumps, live attenuated)",J07BJ51,3061,J07BJ (Rubella vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096588
J07BK (Varicella zoster vaccines),J07BK,3062,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096589
"J07BK01 (varicella, live attenuated)",J07BK01,3063,J07BK (Varicella zoster vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096590
"J07BK02 (zoster, live attenuated)",J07BK02,3064,J07BK (Varicella zoster vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096591
J07BL (Yellow fever vaccines),J07BL,3065,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096592
"J07BL01 (yellow fever, live attenuated)",J07BL01,3066,J07BL (Yellow fever vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096593
J07BM (Papillomavirus vaccines),J07BM,3067,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096594
"J07BM01 (papillomavirus (human types 6, 11, 16, 18))",J07BM01,3068,J07BM (Papillomavirus vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096595
"J07BM02 (papillomavirus (human types 16, 18))",J07BM02,3069,J07BM (Papillomavirus vaccines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096596
J07BX (Other viral vaccines),J07BX,3070,J07B (VIRAL VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096597
"J07C (BACTERIAL AND VIRAL VACCINES, COMBINED)",J07C,3071,J07 (VACCINES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096598
"J07CA (Bacterial and viral vaccines, combined)",J07CA,3072,"J07C (BACTERIAL AND VIRAL VACCINES, COMBINED)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096599
J07CA01 (diphtheria-poliomyelitis-tetanus),J07CA01,3073,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096600
J07CA02 (diphtheria-pertussis-poliomyelitis-tetanus),J07CA02,3074,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096601
J07CA03 (diphtheria-rubella-tetanus),J07CA03,3075,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096602
J07CA04 (haemophilus influenzae B and poliomyelitis),J07CA04,3076,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096603
J07CA05 (diphtheria-hepatitis B-pertussis-tetanus),J07CA05,3077,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096604
J07CA06 (diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus),J07CA06,3078,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096605
J07CA07 (diphtheria-hepatitis B-tetanus),J07CA07,3079,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096606
J07CA08 (haemophilus influenzae B and hepatitis B),J07CA08,3080,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096607
J07CA09 (diphtheria-haemophilus influenzae B-pertussis-poliomyelitis-tetanus-hepatitis B),J07CA09,3081,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096608
J07CA10 (typhoid-hepatitis A),J07CA10,3082,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096609
J07CA11 (diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B),J07CA11,3083,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096610
J07CA12 (diphtheria-pertussis-poliomyelitis-tetanus-hepatitis B),J07CA12,3084,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096611
J07CA13 (diphtheria-haemophilus influenzae B-pertussis-tetanus-hepatitis B-meningococcus A + C),J07CA13,3085,"J07CA (Bacterial and viral vaccines, combined)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096612
L01 (ANTINEOPLASTIC AGENTS),L01,3086,L (ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096614
L01A (ALKYLATING AGENTS),L01A,3087,L01 (ANTINEOPLASTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096615
L01AA (Nitrogen mustard analogues),L01AA,3088,L01A (ALKYLATING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096616
L01AA01 (cyclophosphamide),L01AA01,3089,L01AA (Nitrogen mustard analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096617
L01AA02 (chlorambucil),L01AA02,3090,L01AA (Nitrogen mustard analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096618
L01AA03 (melphalan),L01AA03,3091,L01AA (Nitrogen mustard analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096619
L01AA05 (chlormethine),L01AA05,3092,L01AA (Nitrogen mustard analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096620
L01AA06 (ifosfamide),L01AA06,3093,L01AA (Nitrogen mustard analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096621
L01AA07 (trofosfamide),L01AA07,3094,L01AA (Nitrogen mustard analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096622
L01AA08 (prednimustine),L01AA08,3095,L01AA (Nitrogen mustard analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096623
L01AB (Alkyl sulfonates),L01AB,3096,L01A (ALKYLATING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096624
L01AB01 (busulfan),L01AB01,3097,L01AB (Alkyl sulfonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096625
L01AB02 (treosulfan),L01AB02,3098,L01AB (Alkyl sulfonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096626
L01AB03 (mannosulfan),L01AB03,3099,L01AB (Alkyl sulfonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096627
L01AC (Ethylene imines),L01AC,3100,L01A (ALKYLATING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096628
L01AC01 (thiotepa),L01AC01,3101,L01AC (Ethylene imines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096629
L01AC02 (triaziquone),L01AC02,3102,L01AC (Ethylene imines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096630
L01AC03 (carboquone),L01AC03,3103,L01AC (Ethylene imines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096631
L01AD (Nitrosoureas),L01AD,3104,L01A (ALKYLATING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096632
L01AD01 (carmustine),L01AD01,3105,L01AD (Nitrosoureas),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096633
L01AD02 (lomustine),L01AD02,3106,L01AD (Nitrosoureas),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096634
L01AD03 (semustine),L01AD03,3107,L01AD (Nitrosoureas),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096635
L01AD04 (streptozocin),L01AD04,3108,L01AD (Nitrosoureas),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096636
L01AD05 (fotemustine),L01AD05,3109,L01AD (Nitrosoureas),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096637
L01AD06 (nimustine),L01AD06,3110,L01AD (Nitrosoureas),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096638
L01AD07 (ranimustine),L01AD07,3111,L01AD (Nitrosoureas),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096639
L01AG (Epoxides),L01AG,3112,L01A (ALKYLATING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096640
L01AG01 (etoglucid),L01AG01,3113,L01AG (Epoxides),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096641
L01AX (Other alkylating agents),L01AX,3114,L01A (ALKYLATING AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096642
L01AX01 (mitobronitol),L01AX01,3115,L01AX (Other alkylating agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096643
L01AX02 (pipobroman),L01AX02,3116,L01AX (Other alkylating agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096644
L01AX03 (temozolomide),L01AX03,3117,L01AX (Other alkylating agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096645
L01AX04 (dacarbazine),L01AX04,3118,L01AX (Other alkylating agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096646
L01B (ANTIMETABOLITES),L01B,3119,L01 (ANTINEOPLASTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096647
L01BA (Folic acid analogues),L01BA,3120,L01B (ANTIMETABOLITES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096648
L01BA01 (methotrexate),L01BA01,3121,L01BA (Folic acid analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096649
L01BA03 (raltitrexed),L01BA03,3122,L01BA (Folic acid analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096650
L01BA04 (pemetrexed),L01BA04,3123,L01BA (Folic acid analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096651
L01BB (Purine analogues),L01BB,3124,L01B (ANTIMETABOLITES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096653
L01BB02 (mercaptopurine),L01BB02,3125,L01BB (Purine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096654
L01BB03 (tioguanine),L01BB03,3126,L01BB (Purine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096655
L01BB04 (cladribine),L01BB04,3127,L01BB (Purine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096656
L01BB05 (fludarabine),L01BB05,3128,L01BB (Purine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096657
L01BB06 (clofarabine),L01BB06,3129,L01BB (Purine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096658
L01BB07 (nelarabine),L01BB07,3130,L01BB (Purine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096659
L01BC (Pyrimidine analogues),L01BC,3131,L01B (ANTIMETABOLITES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096660
L01BC01 (cytarabine),L01BC01,3132,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096661
L01BC02 (fluorouracil),L01BC02,3133,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096662
L01BC03 (tegafur),L01BC03,3134,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096663
L01BC04 (carmofur),L01BC04,3135,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096664
L01BC05 (gemcitabine),L01BC05,3136,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096665
L01BC06 (capecitabine),L01BC06,3137,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096666
L01BC07 (azacitidine),L01BC07,3138,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096667
L01BC08 (decitabine),L01BC08,3139,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096668
"L01BC52 (fluorouracil, combinations)",L01BC52,3140,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096669
"L01BC53 (tegafur, combinations)",L01BC53,3141,L01BC (Pyrimidine analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096670
L01C (PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS),L01C,3142,L01 (ANTINEOPLASTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096671
L01CA (Vinca alkaloids and analogues),L01CA,3143,L01C (PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096672
L01CA01 (vinblastine),L01CA01,3144,L01CA (Vinca alkaloids and analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096673
L01CA02 (vincristine),L01CA02,3145,L01CA (Vinca alkaloids and analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096674
L01CA03 (vindesine),L01CA03,3146,L01CA (Vinca alkaloids and analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096675
L01CA04 (vinorelbine),L01CA04,3147,L01CA (Vinca alkaloids and analogues),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096676
L01CB (Podophyllotoxin derivatives),L01CB,3148,L01C (PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096677
L01CB01 (etoposide),L01CB01,3149,L01CB (Podophyllotoxin derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096678
L01CB02 (teniposide),L01CB02,3150,L01CB (Podophyllotoxin derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096679
L01CC (Colchicine derivatives),L01CC,3151,L01C (PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096680
L01CC01 (demecolcine),L01CC01,3152,L01CC (Colchicine derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096681
L01CD (Taxanes),L01CD,3153,L01C (PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096682
L01CD01 (paclitaxel),L01CD01,3154,L01CD (Taxanes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096683
L01CD02 (docetaxel),L01CD02,3155,L01CD (Taxanes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096684
L01CD03 (paclitaxel poliglumex),L01CD03,3156,L01CD (Taxanes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096685
L01CX (Other plant alkaloids and natural products),L01CX,3157,L01C (PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096686
L01CX01 (trabectedin),L01CX01,3158,L01CX (Other plant alkaloids and natural products),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096687
L01D (CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES),L01D,3159,L01 (ANTINEOPLASTIC AGENTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096688
L01DA (Actinomycines),L01DA,3160,L01D (CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096689
L01DA01 (dactinomycin),L01DA01,3161,L01DA (Actinomycines),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096690
L01DB (Anthracyclines and related substances),L01DB,3162,L01D (CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000096691
