order,name,label,codesystem,code,definition,ontologyTermURI
,RSPH14,RSPH14,HGNC,HGNC:13437,radial spoke head 14 homolog,https://identifiers.org/hgnc:13437
,RSPO1,RSPO1,HGNC,HGNC:21679,R-spondin 1,https://identifiers.org/hgnc:21679
,RSPO2,RSPO2,HGNC,HGNC:28583,R-spondin 2,https://identifiers.org/hgnc:28583
,RSPO3,RSPO3,HGNC,HGNC:20866,R-spondin 3,https://identifiers.org/hgnc:20866
,RSPO4,RSPO4,HGNC,HGNC:16175,R-spondin 4,https://identifiers.org/hgnc:16175
,RSPRY1,RSPRY1,HGNC,HGNC:29420,ring finger and SPRY domain containing 1,https://identifiers.org/hgnc:29420
,RSRC1,RSRC1,HGNC,HGNC:24152,arginine and serine rich coiled-coil 1,https://identifiers.org/hgnc:24152
,RSRC1P1,RSRC1P1,HGNC,HGNC:57037,RSRC1 pseudogene 1,https://identifiers.org/hgnc:57037
,RSRC2,RSRC2,HGNC,HGNC:30559,arginine and serine rich coiled-coil 2,https://identifiers.org/hgnc:30559
,RSRP1,RSRP1,HGNC,HGNC:25234,arginine and serine rich protein 1,https://identifiers.org/hgnc:25234
,RSU1,RSU1,HGNC,HGNC:10464,Ras suppressor protein 1,https://identifiers.org/hgnc:10464
,RSU1P1,RSU1P1,HGNC,HGNC:31114,Ras suppressor protein 1 pseudogene 1,https://identifiers.org/hgnc:31114
,RSU1P2,RSU1P2,HGNC,HGNC:44391,Ras suppressor protein 1 pseudogene 2,https://identifiers.org/hgnc:44391
,RSU1P3,RSU1P3,HGNC,HGNC:44392,Ras suppressor protein 1 pseudogene 3,https://identifiers.org/hgnc:44392
,RTBDN,RTBDN,HGNC,HGNC:30310,retbindin,https://identifiers.org/hgnc:30310
,RTBDN-AS1,RTBDN-AS1,HGNC,HGNC:58174,RTBDN antisense RNA 1,https://identifiers.org/hgnc:58174
,RTCA,RTCA,HGNC,HGNC:17981,RNA 3'-terminal phosphate cyclase,https://identifiers.org/hgnc:17981
,RTCA-AS1,RTCA-AS1,HGNC,HGNC:50573,RTCA antisense RNA 1,https://identifiers.org/hgnc:50573
,RTCB,RTCB,HGNC,HGNC:26935,"RNA 2',3'-cyclic phosphate and 5'-OH ligase",https://identifiers.org/hgnc:26935
,RTEL1,RTEL1,HGNC,HGNC:15888,regulator of telomere elongation helicase 1,https://identifiers.org/hgnc:15888
,RTEL1-TNFRSF6B,RTEL1-TNFRSF6B,HGNC,HGNC:44095,RTEL1-TNFRSF6B readthrough (NMD candidate),https://identifiers.org/hgnc:44095
,RTEL1P1,RTEL1P1,HGNC,HGNC:44213,regulator of telomere elongation helicase 1 pseudogene 1,https://identifiers.org/hgnc:44213
,RTF1,RTF1,HGNC,HGNC:28996,"RTF1 homolog, Paf1/RNA polymerase II complex component",https://identifiers.org/hgnc:28996
,RTF2,RTF2,HGNC,HGNC:15890,replication termination factor 2,https://identifiers.org/hgnc:15890
,RTKN,RTKN,HGNC,HGNC:10466,rhotekin,https://identifiers.org/hgnc:10466
,RTKN2,RTKN2,HGNC,HGNC:19364,rhotekin 2,https://identifiers.org/hgnc:19364
,RTL1,RTL1,HGNC,HGNC:14665,retrotransposon Gag like 1,https://identifiers.org/hgnc:14665
,RTL3,RTL3,HGNC,HGNC:22997,retrotransposon Gag like 3,https://identifiers.org/hgnc:22997
,RTL4,RTL4,HGNC,HGNC:25214,retrotransposon Gag like 4,https://identifiers.org/hgnc:25214
,RTL5,RTL5,HGNC,HGNC:29430,retrotransposon Gag like 5,https://identifiers.org/hgnc:29430
,RTL6,RTL6,HGNC,HGNC:13343,retrotransposon Gag like 6,https://identifiers.org/hgnc:13343
,RTL8A,RTL8A,HGNC,HGNC:24514,retrotransposon Gag like 8A,https://identifiers.org/hgnc:24514
,RTL8B,RTL8B,HGNC,HGNC:33156,retrotransposon Gag like 8B,https://identifiers.org/hgnc:33156
,RTL8C,RTL8C,HGNC,HGNC:2569,retrotransposon Gag like 8C,https://identifiers.org/hgnc:2569
,RTL9,RTL9,HGNC,HGNC:29245,retrotransposon Gag like 9,https://identifiers.org/hgnc:29245
,RTL10,RTL10,HGNC,HGNC:26112,retrotransposon Gag like 10,https://identifiers.org/hgnc:26112
,RTN1,RTN1,HGNC,HGNC:10467,reticulon 1,https://identifiers.org/hgnc:10467
,RTN2,RTN2,HGNC,HGNC:10468,reticulon 2,https://identifiers.org/hgnc:10468
,RTN3,RTN3,HGNC,HGNC:10469,reticulon 3,https://identifiers.org/hgnc:10469
,RTN3P1,RTN3P1,HGNC,HGNC:19212,reticulon 3 pseudogene 1,https://identifiers.org/hgnc:19212
,RTN4,RTN4,HGNC,HGNC:14085,reticulon 4,https://identifiers.org/hgnc:14085
,RTN4IP1,RTN4IP1,HGNC,HGNC:18647,reticulon 4 interacting protein 1,https://identifiers.org/hgnc:18647
,RTN4IP1P1,RTN4IP1P1,HGNC,HGNC:58534,RTN4IP1 pseudogene 1,https://identifiers.org/hgnc:58534
,RTN4R,RTN4R,HGNC,HGNC:18601,reticulon 4 receptor,https://identifiers.org/hgnc:18601
,RTN4RL1,RTN4RL1,HGNC,HGNC:21329,reticulon 4 receptor like 1,https://identifiers.org/hgnc:21329
,RTN4RL1-AS1,RTN4RL1-AS1,HGNC,HGNC:58360,RTN4RL1 antisense RNA 1,https://identifiers.org/hgnc:58360
,RTN4RL1-AS2,RTN4RL1-AS2,HGNC,HGNC:58547,RTN4RL1 antisense RNA 2,https://identifiers.org/hgnc:58547
,RTN4RL2,RTN4RL2,HGNC,HGNC:23053,reticulon 4 receptor like 2,https://identifiers.org/hgnc:23053
,RTP1,RTP1,HGNC,HGNC:28580,receptor transporter protein 1,https://identifiers.org/hgnc:28580
,RTP2,RTP2,HGNC,HGNC:32486,receptor transporter protein 2,https://identifiers.org/hgnc:32486
,RTP3,RTP3,HGNC,HGNC:15572,receptor transporter protein 3,https://identifiers.org/hgnc:15572
,RTP4,RTP4,HGNC,HGNC:23992,receptor transporter protein 4,https://identifiers.org/hgnc:23992
,RTP5,RTP5,HGNC,HGNC:26585,receptor transporter protein 5 (putative),https://identifiers.org/hgnc:26585
,RTRAF,RTRAF,HGNC,HGNC:23169,"RNA transcription, translation and transport factor",https://identifiers.org/hgnc:23169
,RTRAFP1,RTRAFP1,HGNC,HGNC:54647,RTRAF pseudogene 1,https://identifiers.org/hgnc:54647
,RTRAFP2,RTRAFP2,HGNC,HGNC:54648,RTRAF pseudogene 2,https://identifiers.org/hgnc:54648
,RTTN,RTTN,HGNC,HGNC:18654,rotatin,https://identifiers.org/hgnc:18654
,RUBCN,RUBCN,HGNC,HGNC:28991,rubicon autophagy regulator,https://identifiers.org/hgnc:28991
,RUBCNL,RUBCNL,HGNC,HGNC:20420,rubicon like autophagy enhancer,https://identifiers.org/hgnc:20420
,RUFY1,RUFY1,HGNC,HGNC:19760,RUN and FYVE domain containing 1,https://identifiers.org/hgnc:19760
,RUFY1-AS1,RUFY1-AS1,HGNC,HGNC:40903,RUFY1 antisense RNA 1,https://identifiers.org/hgnc:40903
,RUFY2,RUFY2,HGNC,HGNC:19761,RUN and FYVE domain containing 2,https://identifiers.org/hgnc:19761
,RUFY3,RUFY3,HGNC,HGNC:30285,RUN and FYVE domain containing 3,https://identifiers.org/hgnc:30285
,RUFY4,RUFY4,HGNC,HGNC:24804,RUN and FYVE domain containing 4,https://identifiers.org/hgnc:24804
,RUMY1,RUMY1,HGNC,HGNC:24044,regulator of UNG2 and MKLN1 interacting yippee protein 1,https://identifiers.org/hgnc:24044
,RUMY2,RUMY2,HGNC,HGNC:24805,RUMY family member 2,https://identifiers.org/hgnc:24805
,RUMY3,RUMY3,HGNC,HGNC:30602,RUMY family member 3,https://identifiers.org/hgnc:30602
,RUMY4,RUMY4,HGNC,HGNC:33593,RUMY family member 4,https://identifiers.org/hgnc:33593
,RUNDC1,RUNDC1,HGNC,HGNC:25418,RUN domain containing 1,https://identifiers.org/hgnc:25418
,RUNDC3A,RUNDC3A,HGNC,HGNC:16984,RUN domain containing 3A,https://identifiers.org/hgnc:16984
,RUNDC3A-AS1,RUNDC3A-AS1,HGNC,HGNC:51344,RUNDC3A antisense RNA 1,https://identifiers.org/hgnc:51344
,RUNDC3B,RUNDC3B,HGNC,HGNC:30286,RUN domain containing 3B,https://identifiers.org/hgnc:30286
,RUNX1,RUNX1,HGNC,HGNC:10471,RUNX family transcription factor 1,https://identifiers.org/hgnc:10471
,RUNX1-AS1,RUNX1-AS1,HGNC,HGNC:56821,RUNX1 antisense RNA 1,https://identifiers.org/hgnc:56821
,RUNX1-AS2,RUNX1-AS2,HGNC,HGNC:58231,RUNX1 antisense RNA 2,https://identifiers.org/hgnc:58231
,RUNX1-IT1,RUNX1-IT1,HGNC,HGNC:16623,RUNX1 intronic transcript 1,https://identifiers.org/hgnc:16623
,RUNX1T1,RUNX1T1,HGNC,HGNC:1535,RUNX1 partner transcriptional co-repressor 1,https://identifiers.org/hgnc:1535
,RUNX2,RUNX2,HGNC,HGNC:10472,RUNX family transcription factor 2,https://identifiers.org/hgnc:10472
,RUNX2-AS1,RUNX2-AS1,HGNC,HGNC:53512,RUNX2 antisense RNA 1,https://identifiers.org/hgnc:53512
,RUNX3,RUNX3,HGNC,HGNC:10473,RUNX family transcription factor 3,https://identifiers.org/hgnc:10473
,RUNX3-AS1,RUNX3-AS1,HGNC,HGNC:40513,RUNX3 antisense RNA 1,https://identifiers.org/hgnc:40513
,RUSC1,RUSC1,HGNC,HGNC:17153,RUN and SH3 domain containing 1,https://identifiers.org/hgnc:17153
,RUSC1-AS1,RUSC1-AS1,HGNC,HGNC:26680,RUSC1 antisense RNA 1,https://identifiers.org/hgnc:26680
,RUSC2,RUSC2,HGNC,HGNC:23625,RUN and SH3 domain containing 2,https://identifiers.org/hgnc:23625
,RUSF1,RUSF1,HGNC,HGNC:25848,RUS family member 1,https://identifiers.org/hgnc:25848
,RUSF1-DT,RUSF1-DT,HGNC,HGNC:56038,RUSF1 divergent transcript,https://identifiers.org/hgnc:56038
,RUVBL1,RUVBL1,HGNC,HGNC:10474,RuvB like AAA ATPase 1,https://identifiers.org/hgnc:10474
,RUVBL1-AS1,RUVBL1-AS1,HGNC,HGNC:40514,RUVBL1 antisense RNA 1,https://identifiers.org/hgnc:40514
,RUVBL2,RUVBL2,HGNC,HGNC:10475,RuvB like AAA ATPase 2,https://identifiers.org/hgnc:10475
,RUVBL2P1,RUVBL2P1,HGNC,HGNC:55128,RUVBL2 pseudogene 1,https://identifiers.org/hgnc:55128
,RWDD1,RWDD1,HGNC,HGNC:20993,RWD domain containing 1,https://identifiers.org/hgnc:20993
,RWDD1P1,RWDD1P1,HGNC,HGNC:31055,RWD domain containing 1 pseudogene 1,https://identifiers.org/hgnc:31055
,RWDD1P3,RWDD1P3,HGNC,HGNC:31794,RWD domain containing 1 pseudogene 3,https://identifiers.org/hgnc:31794
,RWDD2A,RWDD2A,HGNC,HGNC:21385,RWD domain containing 2A,https://identifiers.org/hgnc:21385
,RWDD2B,RWDD2B,HGNC,HGNC:1302,RWD domain containing 2B,https://identifiers.org/hgnc:1302
,RWDD3,RWDD3,HGNC,HGNC:21393,RWD domain containing 3,https://identifiers.org/hgnc:21393
,RWDD3-DT,RWDD3-DT,HGNC,HGNC:55839,RWDD3 divergent transcript,https://identifiers.org/hgnc:55839
,RWDD4,RWDD4,HGNC,HGNC:23750,RWD domain containing 4,https://identifiers.org/hgnc:23750
,RWDD4P1,RWDD4P1,HGNC,HGNC:23753,RWD domain containing 4 pseudogene 1,https://identifiers.org/hgnc:23753
,RWDD4P2,RWDD4P2,HGNC,HGNC:23754,RWD domain containing 4 pseudogene 2,https://identifiers.org/hgnc:23754
,RXFP1,RXFP1,HGNC,HGNC:19718,relaxin family peptide receptor 1,https://identifiers.org/hgnc:19718
,RXFP1-AS1,RXFP1-AS1,HGNC,HGNC:40897,RXFP1 antisense RNA 1,https://identifiers.org/hgnc:40897
,RXFP2,RXFP2,HGNC,HGNC:17318,relaxin family peptide receptor 2,https://identifiers.org/hgnc:17318
,RXFP3,RXFP3,HGNC,HGNC:24883,relaxin family peptide receptor 3,https://identifiers.org/hgnc:24883
,RXFP4,RXFP4,HGNC,HGNC:14666,relaxin family peptide/INSL5 receptor 4,https://identifiers.org/hgnc:14666
,RXRA,RXRA,HGNC,HGNC:10477,retinoid X receptor alpha,https://identifiers.org/hgnc:10477
,RXRB,RXRB,HGNC,HGNC:10478,retinoid X receptor beta,https://identifiers.org/hgnc:10478
,RXRG,RXRG,HGNC,HGNC:10479,retinoid X receptor gamma,https://identifiers.org/hgnc:10479
,RXYLT1,RXYLT1,HGNC,HGNC:13530,ribitol xylosyltransferase 1,https://identifiers.org/hgnc:13530
,RXYLT1-AS1,RXYLT1-AS1,HGNC,HGNC:48910,RXYLT1 antisense RNA 1,https://identifiers.org/hgnc:48910
,RYBP,RYBP,HGNC,HGNC:10480,RING1 and YY1 binding protein,https://identifiers.org/hgnc:10480
,RYK,RYK,HGNC,HGNC:10481,receptor like tyrosine kinase,https://identifiers.org/hgnc:10481
,RYKP1,RYKP1,HGNC,HGNC:10482,RYK pseudogene 1,https://identifiers.org/hgnc:10482
,RYR1,RYR1,HGNC,HGNC:10483,ryanodine receptor 1,https://identifiers.org/hgnc:10483
,RYR2,RYR2,HGNC,HGNC:10484,ryanodine receptor 2,https://identifiers.org/hgnc:10484
,RYR3,RYR3,HGNC,HGNC:10485,ryanodine receptor 3,https://identifiers.org/hgnc:10485
,RYR3-AS1,RYR3-AS1,HGNC,HGNC:58469,RYR3 antisense RNA 1,https://identifiers.org/hgnc:58469
,RYR3-DT,RYR3-DT,HGNC,HGNC:51417,RYR3 divergent transcript,https://identifiers.org/hgnc:51417
,S1PR1,S1PR1,HGNC,HGNC:3165,sphingosine-1-phosphate receptor 1,https://identifiers.org/hgnc:3165
,S1PR1-DT,S1PR1-DT,HGNC,HGNC:55842,S1PR1 divergent transcript,https://identifiers.org/hgnc:55842
,S1PR2,S1PR2,HGNC,HGNC:3169,sphingosine-1-phosphate receptor 2,https://identifiers.org/hgnc:3169
,S1PR3,S1PR3,HGNC,HGNC:3167,sphingosine-1-phosphate receptor 3,https://identifiers.org/hgnc:3167
,S1PR4,S1PR4,HGNC,HGNC:3170,sphingosine-1-phosphate receptor 4,https://identifiers.org/hgnc:3170
,S1PR5,S1PR5,HGNC,HGNC:14299,sphingosine-1-phosphate receptor 5,https://identifiers.org/hgnc:14299
,S100A1,S100A1,HGNC,HGNC:10486,S100 calcium binding protein A1,https://identifiers.org/hgnc:10486
,S100A2,S100A2,HGNC,HGNC:10492,S100 calcium binding protein A2,https://identifiers.org/hgnc:10492
,S100A3,S100A3,HGNC,HGNC:10493,S100 calcium binding protein A3,https://identifiers.org/hgnc:10493
,S100A4,S100A4,HGNC,HGNC:10494,S100 calcium binding protein A4,https://identifiers.org/hgnc:10494
,S100A5,S100A5,HGNC,HGNC:10495,S100 calcium binding protein A5,https://identifiers.org/hgnc:10495
,S100A6,S100A6,HGNC,HGNC:10496,S100 calcium binding protein A6,https://identifiers.org/hgnc:10496
,S100A7,S100A7,HGNC,HGNC:10497,S100 calcium binding protein A7,https://identifiers.org/hgnc:10497
,S100A7A,S100A7A,HGNC,HGNC:21657,S100 calcium binding protein A7A,https://identifiers.org/hgnc:21657
,S100A7L2,S100A7L2,HGNC,HGNC:21655,S100 calcium binding protein A7 like 2,https://identifiers.org/hgnc:21655
,S100A7P1,S100A7P1,HGNC,HGNC:21654,S100 calcium binding protein A7 pseudogene 1,https://identifiers.org/hgnc:21654
,S100A7P2,S100A7P2,HGNC,HGNC:21656,S100 calcium binding protein A7 pseudogene 2,https://identifiers.org/hgnc:21656
,S100A8,S100A8,HGNC,HGNC:10498,S100 calcium binding protein A8,https://identifiers.org/hgnc:10498
,S100A9,S100A9,HGNC,HGNC:10499,S100 calcium binding protein A9,https://identifiers.org/hgnc:10499
,S100A10,S100A10,HGNC,HGNC:10487,S100 calcium binding protein A10,https://identifiers.org/hgnc:10487
,S100A11,S100A11,HGNC,HGNC:10488,S100 calcium binding protein A11,https://identifiers.org/hgnc:10488
,S100A11P1,S100A11P1,HGNC,HGNC:10491,S100A11 pseudogene 1,https://identifiers.org/hgnc:10491
,S100A11P2,S100A11P2,HGNC,HGNC:37840,S100A11 pseudogene 2,https://identifiers.org/hgnc:37840
,S100A11P3,S100A11P3,HGNC,HGNC:37842,S100A11 pseudogene 3,https://identifiers.org/hgnc:37842
,S100A11P4,S100A11P4,HGNC,HGNC:37841,S100A11 pseudogene 4,https://identifiers.org/hgnc:37841
,S100A11P5,S100A11P5,HGNC,HGNC:54954,S100A11 pseudogene 5,https://identifiers.org/hgnc:54954
,S100A11P6,S100A11P6,HGNC,HGNC:54955,S100A11 pseudogene 6,https://identifiers.org/hgnc:54955
,S100A11P7,S100A11P7,HGNC,HGNC:54956,S100A11 pseudogene 7,https://identifiers.org/hgnc:54956
,S100A11P8,S100A11P8,HGNC,HGNC:54957,S100A11 pseudogene 8,https://identifiers.org/hgnc:54957
,S100A11P9,S100A11P9,HGNC,HGNC:54958,S100A11 pseudogene 9,https://identifiers.org/hgnc:54958
,S100A11P10,S100A11P10,HGNC,HGNC:54961,S100A11 pseudogene 10,https://identifiers.org/hgnc:54961
,S100A12,S100A12,HGNC,HGNC:10489,S100 calcium binding protein A12,https://identifiers.org/hgnc:10489
,S100A13,S100A13,HGNC,HGNC:10490,S100 calcium binding protein A13,https://identifiers.org/hgnc:10490
,S100A14,S100A14,HGNC,HGNC:18901,S100 calcium binding protein A14,https://identifiers.org/hgnc:18901
,S100A15A,S100A15A,HGNC,HGNC:53871,S100 calcium binding protein A15A (pseudogene),https://identifiers.org/hgnc:53871
,S100A16,S100A16,HGNC,HGNC:20441,S100 calcium binding protein A16,https://identifiers.org/hgnc:20441
,S100B,S100B,HGNC,HGNC:10500,S100 calcium binding protein B,https://identifiers.org/hgnc:10500
,S100G,S100G,HGNC,HGNC:1436,S100 calcium binding protein G,https://identifiers.org/hgnc:1436
,S100P,S100P,HGNC,HGNC:10504,S100 calcium binding protein P,https://identifiers.org/hgnc:10504
,S100PBP,S100PBP,HGNC,HGNC:25768,S100P binding protein,https://identifiers.org/hgnc:25768
,S100Z,S100Z,HGNC,HGNC:30367,S100 calcium binding protein Z,https://identifiers.org/hgnc:30367
,SAA1,SAA1,HGNC,HGNC:10513,serum amyloid A1,https://identifiers.org/hgnc:10513
,SAA2,SAA2,HGNC,HGNC:10514,serum amyloid A2,https://identifiers.org/hgnc:10514
,SAA2-SAA4,SAA2-SAA4,HGNC,HGNC:39550,SAA2-SAA4 readthrough,https://identifiers.org/hgnc:39550
,SAA3P,SAA3P,HGNC,HGNC:10515,"serum amyloid A3, pseudogene",https://identifiers.org/hgnc:10515
,SAA4,SAA4,HGNC,HGNC:10516,"serum amyloid A4, constitutive",https://identifiers.org/hgnc:10516
,SAAL1,SAAL1,HGNC,HGNC:25158,serum amyloid A like 1,https://identifiers.org/hgnc:25158
,SAC3D1,SAC3D1,HGNC,HGNC:30179,SAC3 domain containing 1,https://identifiers.org/hgnc:30179
,SACK1A,SACK1A,HGNC,HGNC:28210,scaffolding CK1 anchoring protein A,https://identifiers.org/hgnc:28210
,SACK1A-AS1,SACK1A-AS1,HGNC,HGNC:48658,SACK1A antisense RNA 1,https://identifiers.org/hgnc:48658
,SACK1A-AS2,SACK1A-AS2,HGNC,HGNC:56225,SACK1A antisense RNA 2,https://identifiers.org/hgnc:56225
,SACK1B,SACK1B,HGNC,HGNC:21357,scaffolding CK1 anchoring protein B,https://identifiers.org/hgnc:21357
,SACK1C,SACK1C,HGNC,HGNC:16121,scaffolding CK1 anchoring protein C,https://identifiers.org/hgnc:16121
,SACK1C-AS1,SACK1C-AS1,HGNC,HGNC:16113,SACK1C antisense RNA 1,https://identifiers.org/hgnc:16113
,SACK1D,SACK1D,HGNC,HGNC:16122,scaffolding CK1 anchoring protein D,https://identifiers.org/hgnc:16122
,SACK1E,SACK1E,HGNC,HGNC:25972,scaffolding CK1 anchoring protein E,https://identifiers.org/hgnc:25972
,SACK1F,SACK1F,HGNC,HGNC:25148,scaffolding CK1 anchoring protein F,https://identifiers.org/hgnc:25148
,SACK1G,SACK1G,HGNC,HGNC:32554,scaffolding CK1 anchoring protein G,https://identifiers.org/hgnc:32554
,SACK1H,SACK1H,HGNC,HGNC:24797,scaffolding CK1 anchoring protein H,https://identifiers.org/hgnc:24797
,SACM1L,SACM1L,HGNC,HGNC:17059,SAC1 like phosphatidylinositide phosphatase,https://identifiers.org/hgnc:17059
,SACS,SACS,HGNC,HGNC:10519,sacsin molecular chaperone,https://identifiers.org/hgnc:10519
,SACS-AS1,SACS-AS1,HGNC,HGNC:39835,SACS antisense RNA 1,https://identifiers.org/hgnc:39835
,SAE1,SAE1,HGNC,HGNC:30660,SUMO1 activating enzyme subunit 1,https://identifiers.org/hgnc:30660
,SAE1P1,SAE1P1,HGNC,HGNC:56699,SAE1 pseudogene 1,https://identifiers.org/hgnc:56699
,SAFB,SAFB,HGNC,HGNC:10520,scaffold attachment factor B,https://identifiers.org/hgnc:10520
,SAFB2,SAFB2,HGNC,HGNC:21605,scaffold attachment factor B2,https://identifiers.org/hgnc:21605
,SAG,SAG,HGNC,HGNC:10521,S-antigen visual arrestin,https://identifiers.org/hgnc:10521
,SAGE1,SAGE1,HGNC,HGNC:30369,sarcoma antigen 1,https://identifiers.org/hgnc:30369
,SAGE2P,SAGE2P,HGNC,HGNC:51337,"sarcoma antigen 2, pseudogene",https://identifiers.org/hgnc:51337
,SAGE3P,SAGE3P,HGNC,HGNC:51338,"sarcoma antigen 3, pseudogene",https://identifiers.org/hgnc:51338
,SAGE4P,SAGE4P,HGNC,HGNC:51339,"sarcoma antigen 4, pseudogene",https://identifiers.org/hgnc:51339
,SALL1,SALL1,HGNC,HGNC:10524,spalt like transcription factor 1,https://identifiers.org/hgnc:10524
,SALL1-AS1,SALL1-AS1,HGNC,HGNC:58539,SALL1 antisense RNA 1,https://identifiers.org/hgnc:58539
,SALL1P1,SALL1P1,HGNC,HGNC:10525,spalt like transcription factor 1 pseudogene 1,https://identifiers.org/hgnc:10525
,SALL2,SALL2,HGNC,HGNC:10526,spalt like transcription factor 2,https://identifiers.org/hgnc:10526
,SALL3,SALL3,HGNC,HGNC:10527,spalt like transcription factor 3,https://identifiers.org/hgnc:10527
,SALL4,SALL4,HGNC,HGNC:15924,spalt like transcription factor 4,https://identifiers.org/hgnc:15924
,SALL4P1,SALL4P1,HGNC,HGNC:39818,spalt like transcription factor 4 pseudogene 1,https://identifiers.org/hgnc:39818
,SALL4P2,SALL4P2,HGNC,HGNC:39819,spalt like transcription factor 4 pseudogene 2,https://identifiers.org/hgnc:39819
,SALL4P3,SALL4P3,HGNC,HGNC:39820,spalt like transcription factor 4 pseudogene 3,https://identifiers.org/hgnc:39820
,SALL4P4,SALL4P4,HGNC,HGNC:39821,spalt like transcription factor 4 pseudogene 4,https://identifiers.org/hgnc:39821
,SALL4P5,SALL4P5,HGNC,HGNC:39822,spalt like transcription factor 4 pseudogene 5,https://identifiers.org/hgnc:39822
,SALL4P6,SALL4P6,HGNC,HGNC:39823,spalt like transcription factor 4 pseudogene 6,https://identifiers.org/hgnc:39823
,SALL4P7,SALL4P7,HGNC,HGNC:43900,spalt like transcription factor 4 pseudogene 7,https://identifiers.org/hgnc:43900
,SALRNA1,SALRNA1,HGNC,HGNC:49001,senescence associated long non-coding RNA 1,https://identifiers.org/hgnc:49001
,SALRNA2,SALRNA2,HGNC,HGNC:49003,senescence associated long non-coding RNA 2,https://identifiers.org/hgnc:49003
,SALRNA3,SALRNA3,HGNC,HGNC:49002,senescence associated long non-coding RNA 3,https://identifiers.org/hgnc:49002
,SAMD1,SAMD1,HGNC,HGNC:17958,sterile alpha motif domain containing 1,https://identifiers.org/hgnc:17958
,SAMD3,SAMD3,HGNC,HGNC:21574,sterile alpha motif domain containing 3,https://identifiers.org/hgnc:21574
,SAMD4A,SAMD4A,HGNC,HGNC:23023,sterile alpha motif domain containing 4A,https://identifiers.org/hgnc:23023
,SAMD4A-AS1,SAMD4A-AS1,HGNC,HGNC:54803,SAMD4A antisense RNA 1,https://identifiers.org/hgnc:54803
,SAMD4B,SAMD4B,HGNC,HGNC:25492,sterile alpha motif domain containing 4B,https://identifiers.org/hgnc:25492
,SAMD5,SAMD5,HGNC,HGNC:21180,sterile alpha motif domain containing 5,https://identifiers.org/hgnc:21180
,SAMD7,SAMD7,HGNC,HGNC:25394,sterile alpha motif domain containing 7,https://identifiers.org/hgnc:25394
,SAMD8,SAMD8,HGNC,HGNC:26320,sterile alpha motif domain containing 8,https://identifiers.org/hgnc:26320
,SAMD9,SAMD9,HGNC,HGNC:1348,sterile alpha motif domain containing 9,https://identifiers.org/hgnc:1348
,SAMD9L,SAMD9L,HGNC,HGNC:1349,sterile alpha motif domain containing 9 like,https://identifiers.org/hgnc:1349
,SAMD10,SAMD10,HGNC,HGNC:16129,sterile alpha motif domain containing 10,https://identifiers.org/hgnc:16129
,SAMD11,SAMD11,HGNC,HGNC:28706,sterile alpha motif domain containing 11,https://identifiers.org/hgnc:28706
,SAMD11P1,SAMD11P1,HGNC,HGNC:44473,sterile alpha motif domain containing 11 pseudogene 1,https://identifiers.org/hgnc:44473
,SAMD12,SAMD12,HGNC,HGNC:31750,sterile alpha motif domain containing 12,https://identifiers.org/hgnc:31750
,SAMD12-AS1,SAMD12-AS1,HGNC,HGNC:30937,SAMD12 antisense RNA 1,https://identifiers.org/hgnc:30937
,SAMD13,SAMD13,HGNC,HGNC:24582,sterile alpha motif domain containing 13,https://identifiers.org/hgnc:24582
,SAMD14,SAMD14,HGNC,HGNC:27312,sterile alpha motif domain containing 14,https://identifiers.org/hgnc:27312
,SAMD15,SAMD15,HGNC,HGNC:18631,sterile alpha motif domain containing 15,https://identifiers.org/hgnc:18631
,SAMHD1,SAMHD1,HGNC,HGNC:15925,SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1,https://identifiers.org/hgnc:15925
,SAMM50,SAMM50,HGNC,HGNC:24276,SAMM50 sorting and assembly machinery component,https://identifiers.org/hgnc:24276
,SAMM50P1,SAMM50P1,HGNC,HGNC:49778,SAMM50 sorting and assembly machinery component pseudogene 1,https://identifiers.org/hgnc:49778
