order,collection,research center,primary tumor site,metastasis,year of diagnosis,sex,n
1677,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,1991-2000,Male,12
1678,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,1991-2000,Female,8
1679,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,<1991,Male,16
1680,FORCE-NEN collections,MUMC,Unknown primary site,Unknown,<1991,Female,15
1681,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2021-2025,Male,1
1682,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2021-2025,Female,7
1683,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2016-2020,Male,4
1684,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2016-2020,Female,4
1685,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2011-2015,Male,16
1686,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2011-2015,Female,18
1687,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2006-2010,Male,2
1688,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2006-2010,Female,17
1689,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2001-2005,Male,16
1690,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,2001-2005,Female,18
1691,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,1991-2000,Male,8
1692,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,1991-2000,Female,20
1693,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,<1991,Male,6
1694,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Yes,<1991,Female,13
1695,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2021-2025,Male,8
1696,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2021-2025,Female,1
1697,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2016-2020,Male,18
1698,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2016-2020,Female,9
1699,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2011-2015,Male,9
1700,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2011-2015,Female,11
1701,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2006-2010,Male,6
1702,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2006-2010,Female,4
1703,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2001-2005,Male,1
1704,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,2001-2005,Female,3
1705,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,1991-2000,Male,3
1706,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,1991-2000,Female,19
1707,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,<1991,Male,1
1708,FORCE-NEN collections,Maxima MC,ESOPHAGUS,No,<1991,Female,3
1709,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2021-2025,Male,6
1710,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2021-2025,Female,8
1711,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2016-2020,Male,19
1712,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2016-2020,Female,17
1713,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2011-2015,Male,13
1714,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2011-2015,Female,8
1715,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2006-2010,Male,13
1716,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2006-2010,Female,4
1717,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2001-2005,Male,10
1718,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,2001-2005,Female,6
1719,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,1991-2000,Male,13
1720,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,1991-2000,Female,7
1721,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,<1991,Male,14
1722,FORCE-NEN collections,Maxima MC,ESOPHAGUS,Unknown,<1991,Female,12
1723,FORCE-NEN collections,Maxima MC,COLON,Yes,2021-2025,Male,16
1724,FORCE-NEN collections,Maxima MC,COLON,Yes,2021-2025,Female,12
1725,FORCE-NEN collections,Maxima MC,COLON,Yes,2016-2020,Male,19
1726,FORCE-NEN collections,Maxima MC,COLON,Yes,2016-2020,Female,3
1727,FORCE-NEN collections,Maxima MC,COLON,Yes,2011-2015,Male,6
1728,FORCE-NEN collections,Maxima MC,COLON,Yes,2011-2015,Female,15
1729,FORCE-NEN collections,Maxima MC,COLON,Yes,2006-2010,Male,2
1730,FORCE-NEN collections,Maxima MC,COLON,Yes,2006-2010,Female,3
1731,FORCE-NEN collections,Maxima MC,COLON,Yes,2001-2005,Male,12
1732,FORCE-NEN collections,Maxima MC,COLON,Yes,2001-2005,Female,6
1733,FORCE-NEN collections,Maxima MC,COLON,Yes,1991-2000,Male,6
1734,FORCE-NEN collections,Maxima MC,COLON,Yes,1991-2000,Female,4
1735,FORCE-NEN collections,Maxima MC,COLON,Yes,<1991,Male,5
1736,FORCE-NEN collections,Maxima MC,COLON,Yes,<1991,Female,18
1737,FORCE-NEN collections,Maxima MC,COLON,No,2021-2025,Male,17
1738,FORCE-NEN collections,Maxima MC,COLON,No,2021-2025,Female,1
1739,FORCE-NEN collections,Maxima MC,COLON,No,2016-2020,Male,15
1740,FORCE-NEN collections,Maxima MC,COLON,No,2016-2020,Female,18
1741,FORCE-NEN collections,Maxima MC,COLON,No,2011-2015,Male,18
1742,FORCE-NEN collections,Maxima MC,COLON,No,2011-2015,Female,18
1743,FORCE-NEN collections,Maxima MC,COLON,No,2006-2010,Male,20
1744,FORCE-NEN collections,Maxima MC,COLON,No,2006-2010,Female,18
1745,FORCE-NEN collections,Maxima MC,COLON,No,2001-2005,Male,2
1746,FORCE-NEN collections,Maxima MC,COLON,No,2001-2005,Female,20
1747,FORCE-NEN collections,Maxima MC,COLON,No,1991-2000,Male,3
1748,FORCE-NEN collections,Maxima MC,COLON,No,1991-2000,Female,7
1749,FORCE-NEN collections,Maxima MC,COLON,No,<1991,Male,12
1750,FORCE-NEN collections,Maxima MC,COLON,No,<1991,Female,19
1751,FORCE-NEN collections,Maxima MC,COLON,Unknown,2021-2025,Male,3
1752,FORCE-NEN collections,Maxima MC,COLON,Unknown,2021-2025,Female,16
1753,FORCE-NEN collections,Maxima MC,COLON,Unknown,2016-2020,Male,11
1754,FORCE-NEN collections,Maxima MC,COLON,Unknown,2016-2020,Female,20
1755,FORCE-NEN collections,Maxima MC,COLON,Unknown,2011-2015,Male,0
1756,FORCE-NEN collections,Maxima MC,COLON,Unknown,2011-2015,Female,13
1757,FORCE-NEN collections,Maxima MC,COLON,Unknown,2006-2010,Male,12
1758,FORCE-NEN collections,Maxima MC,COLON,Unknown,2006-2010,Female,11
1759,FORCE-NEN collections,Maxima MC,COLON,Unknown,2001-2005,Male,13
1760,FORCE-NEN collections,Maxima MC,COLON,Unknown,2001-2005,Female,11
1761,FORCE-NEN collections,Maxima MC,COLON,Unknown,1991-2000,Male,3
1762,FORCE-NEN collections,Maxima MC,COLON,Unknown,1991-2000,Female,3
1763,FORCE-NEN collections,Maxima MC,COLON,Unknown,<1991,Male,8
1764,FORCE-NEN collections,Maxima MC,COLON,Unknown,<1991,Female,17
1765,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2021-2025,Male,6
1766,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2021-2025,Female,18
1767,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2016-2020,Male,3
1768,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2016-2020,Female,8
1769,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2011-2015,Male,1
1770,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2011-2015,Female,14
1771,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2006-2010,Male,14
1772,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2006-2010,Female,1
1773,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2001-2005,Male,6
1774,FORCE-NEN collections,Maxima MC,RECTUM,Yes,2001-2005,Female,0
1775,FORCE-NEN collections,Maxima MC,RECTUM,Yes,1991-2000,Male,3
1776,FORCE-NEN collections,Maxima MC,RECTUM,Yes,1991-2000,Female,1
1777,FORCE-NEN collections,Maxima MC,RECTUM,Yes,<1991,Male,19
1778,FORCE-NEN collections,Maxima MC,RECTUM,Yes,<1991,Female,16
1779,FORCE-NEN collections,Maxima MC,RECTUM,No,2021-2025,Male,12
1780,FORCE-NEN collections,Maxima MC,RECTUM,No,2021-2025,Female,6
1781,FORCE-NEN collections,Maxima MC,RECTUM,No,2016-2020,Male,8
1782,FORCE-NEN collections,Maxima MC,RECTUM,No,2016-2020,Female,16
1783,FORCE-NEN collections,Maxima MC,RECTUM,No,2011-2015,Male,13
1784,FORCE-NEN collections,Maxima MC,RECTUM,No,2011-2015,Female,15
1785,FORCE-NEN collections,Maxima MC,RECTUM,No,2006-2010,Male,7
1786,FORCE-NEN collections,Maxima MC,RECTUM,No,2006-2010,Female,1
1787,FORCE-NEN collections,Maxima MC,RECTUM,No,2001-2005,Male,7
1788,FORCE-NEN collections,Maxima MC,RECTUM,No,2001-2005,Female,18
1789,FORCE-NEN collections,Maxima MC,RECTUM,No,1991-2000,Male,19
1790,FORCE-NEN collections,Maxima MC,RECTUM,No,1991-2000,Female,0
1791,FORCE-NEN collections,Maxima MC,RECTUM,No,<1991,Male,15
1792,FORCE-NEN collections,Maxima MC,RECTUM,No,<1991,Female,1
1793,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2021-2025,Male,13
1794,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2021-2025,Female,11
1795,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2016-2020,Male,17
1796,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2016-2020,Female,19
1797,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2011-2015,Male,9
1798,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2011-2015,Female,5
1799,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2006-2010,Male,5
1800,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2006-2010,Female,2
1801,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2001-2005,Male,17
1802,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,2001-2005,Female,6
1803,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,1991-2000,Male,1
1804,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,1991-2000,Female,3
1805,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,<1991,Male,1
1806,FORCE-NEN collections,Maxima MC,RECTUM,Unknown,<1991,Female,0
1807,FORCE-NEN collections,Maxima MC,Appendix,Yes,2021-2025,Male,3
1808,FORCE-NEN collections,Maxima MC,Appendix,Yes,2021-2025,Female,5
1809,FORCE-NEN collections,Maxima MC,Appendix,Yes,2016-2020,Male,4
1810,FORCE-NEN collections,Maxima MC,Appendix,Yes,2016-2020,Female,11
1811,FORCE-NEN collections,Maxima MC,Appendix,Yes,2011-2015,Male,17
1812,FORCE-NEN collections,Maxima MC,Appendix,Yes,2011-2015,Female,6
1813,FORCE-NEN collections,Maxima MC,Appendix,Yes,2006-2010,Male,7
1814,FORCE-NEN collections,Maxima MC,Appendix,Yes,2006-2010,Female,10
1815,FORCE-NEN collections,Maxima MC,Appendix,Yes,2001-2005,Male,14
1816,FORCE-NEN collections,Maxima MC,Appendix,Yes,2001-2005,Female,19
1817,FORCE-NEN collections,Maxima MC,Appendix,Yes,1991-2000,Male,19
1818,FORCE-NEN collections,Maxima MC,Appendix,Yes,1991-2000,Female,4
1819,FORCE-NEN collections,Maxima MC,Appendix,Yes,<1991,Male,1
1820,FORCE-NEN collections,Maxima MC,Appendix,Yes,<1991,Female,9
1821,FORCE-NEN collections,Maxima MC,Appendix,No,2021-2025,Male,2
1822,FORCE-NEN collections,Maxima MC,Appendix,No,2021-2025,Female,8
1823,FORCE-NEN collections,Maxima MC,Appendix,No,2016-2020,Male,5
1824,FORCE-NEN collections,Maxima MC,Appendix,No,2016-2020,Female,8
1825,FORCE-NEN collections,Maxima MC,Appendix,No,2011-2015,Male,20
1826,FORCE-NEN collections,Maxima MC,Appendix,No,2011-2015,Female,10
1827,FORCE-NEN collections,Maxima MC,Appendix,No,2006-2010,Male,8
1828,FORCE-NEN collections,Maxima MC,Appendix,No,2006-2010,Female,4
1829,FORCE-NEN collections,Maxima MC,Appendix,No,2001-2005,Male,5
1830,FORCE-NEN collections,Maxima MC,Appendix,No,2001-2005,Female,1
1831,FORCE-NEN collections,Maxima MC,Appendix,No,1991-2000,Male,13
1832,FORCE-NEN collections,Maxima MC,Appendix,No,1991-2000,Female,20
1833,FORCE-NEN collections,Maxima MC,Appendix,No,<1991,Male,0
1834,FORCE-NEN collections,Maxima MC,Appendix,No,<1991,Female,0
1835,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2021-2025,Male,4
1836,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2021-2025,Female,3
1837,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2016-2020,Male,15
1838,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2016-2020,Female,11
1839,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2011-2015,Male,20
1840,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2011-2015,Female,1
1841,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2006-2010,Male,12
1842,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2006-2010,Female,11
1843,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2001-2005,Male,5
1844,FORCE-NEN collections,Maxima MC,Appendix,Unknown,2001-2005,Female,11
1845,FORCE-NEN collections,Maxima MC,Appendix,Unknown,1991-2000,Male,3
1846,FORCE-NEN collections,Maxima MC,Appendix,Unknown,1991-2000,Female,19
1847,FORCE-NEN collections,Maxima MC,Appendix,Unknown,<1991,Male,4
1848,FORCE-NEN collections,Maxima MC,Appendix,Unknown,<1991,Female,19
1849,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2021-2025,Male,17
1850,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2021-2025,Female,6
1851,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2016-2020,Male,9
1852,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2016-2020,Female,17
1853,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2011-2015,Male,16
1854,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2011-2015,Female,18
1855,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2006-2010,Male,0
1856,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2006-2010,Female,10
1857,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2001-2005,Male,19
1858,FORCE-NEN collections,Maxima MC,STOMACH,Yes,2001-2005,Female,8
1859,FORCE-NEN collections,Maxima MC,STOMACH,Yes,1991-2000,Male,4
1860,FORCE-NEN collections,Maxima MC,STOMACH,Yes,1991-2000,Female,19
1861,FORCE-NEN collections,Maxima MC,STOMACH,Yes,<1991,Male,12
1862,FORCE-NEN collections,Maxima MC,STOMACH,Yes,<1991,Female,16
1863,FORCE-NEN collections,Maxima MC,STOMACH,No,2021-2025,Male,16
1864,FORCE-NEN collections,Maxima MC,STOMACH,No,2021-2025,Female,6
1865,FORCE-NEN collections,Maxima MC,STOMACH,No,2016-2020,Male,13
1866,FORCE-NEN collections,Maxima MC,STOMACH,No,2016-2020,Female,6
1867,FORCE-NEN collections,Maxima MC,STOMACH,No,2011-2015,Male,0
1868,FORCE-NEN collections,Maxima MC,STOMACH,No,2011-2015,Female,13
1869,FORCE-NEN collections,Maxima MC,STOMACH,No,2006-2010,Male,16
1870,FORCE-NEN collections,Maxima MC,STOMACH,No,2006-2010,Female,6
1871,FORCE-NEN collections,Maxima MC,STOMACH,No,2001-2005,Male,9
1872,FORCE-NEN collections,Maxima MC,STOMACH,No,2001-2005,Female,5
1873,FORCE-NEN collections,Maxima MC,STOMACH,No,1991-2000,Male,12
1874,FORCE-NEN collections,Maxima MC,STOMACH,No,1991-2000,Female,4
1875,FORCE-NEN collections,Maxima MC,STOMACH,No,<1991,Male,9
1876,FORCE-NEN collections,Maxima MC,STOMACH,No,<1991,Female,11
1877,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2021-2025,Male,1
1878,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2021-2025,Female,3
1879,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2016-2020,Male,5
1880,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2016-2020,Female,20
1881,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2011-2015,Male,18
1882,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2011-2015,Female,10
1883,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2006-2010,Male,1
1884,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2006-2010,Female,18
1885,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2001-2005,Male,6
1886,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,2001-2005,Female,0
1887,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,1991-2000,Male,4
1888,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,1991-2000,Female,7
1889,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,<1991,Male,4
1890,FORCE-NEN collections,Maxima MC,STOMACH,Unknown,<1991,Female,8
1891,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2021-2025,Male,9
1892,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2021-2025,Female,6
1893,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2016-2020,Male,14
1894,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2016-2020,Female,13
1895,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2011-2015,Male,15
1896,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2011-2015,Female,15
1897,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2006-2010,Male,10
1898,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2006-2010,Female,4
1899,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2001-2005,Male,3
1900,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,2001-2005,Female,14
1901,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,1991-2000,Male,5
1902,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,1991-2000,Female,0
1903,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,<1991,Male,4
1904,FORCE-NEN collections,Maxima MC,PANCREAS,Yes,<1991,Female,1
1905,FORCE-NEN collections,Maxima MC,PANCREAS,No,2021-2025,Male,13
1906,FORCE-NEN collections,Maxima MC,PANCREAS,No,2021-2025,Female,20
1907,FORCE-NEN collections,Maxima MC,PANCREAS,No,2016-2020,Male,16
1908,FORCE-NEN collections,Maxima MC,PANCREAS,No,2016-2020,Female,2
1909,FORCE-NEN collections,Maxima MC,PANCREAS,No,2011-2015,Male,17
1910,FORCE-NEN collections,Maxima MC,PANCREAS,No,2011-2015,Female,2
1911,FORCE-NEN collections,Maxima MC,PANCREAS,No,2006-2010,Male,13
1912,FORCE-NEN collections,Maxima MC,PANCREAS,No,2006-2010,Female,17
1913,FORCE-NEN collections,Maxima MC,PANCREAS,No,2001-2005,Male,5
1914,FORCE-NEN collections,Maxima MC,PANCREAS,No,2001-2005,Female,0
1915,FORCE-NEN collections,Maxima MC,PANCREAS,No,1991-2000,Male,7
1916,FORCE-NEN collections,Maxima MC,PANCREAS,No,1991-2000,Female,1
1917,FORCE-NEN collections,Maxima MC,PANCREAS,No,<1991,Male,15
1918,FORCE-NEN collections,Maxima MC,PANCREAS,No,<1991,Female,12
1919,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2021-2025,Male,14
1920,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2021-2025,Female,15
1921,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2016-2020,Male,0
1922,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2016-2020,Female,1
1923,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2011-2015,Male,11
1924,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2011-2015,Female,13
1925,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2006-2010,Male,0
1926,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2006-2010,Female,18
1927,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2001-2005,Male,14
1928,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,2001-2005,Female,4
1929,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,1991-2000,Male,18
1930,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,1991-2000,Female,10
1931,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,<1991,Male,10
1932,FORCE-NEN collections,Maxima MC,PANCREAS,Unknown,<1991,Female,10
1933,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2021-2025,Male,10
1934,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2021-2025,Female,20
1935,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2016-2020,Male,13
1936,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2016-2020,Female,20
1937,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2011-2015,Male,16
1938,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2011-2015,Female,5
1939,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2006-2010,Male,9
1940,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2006-2010,Female,20
1941,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2001-2005,Male,16
1942,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,2001-2005,Female,18
1943,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,1991-2000,Male,17
1944,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,1991-2000,Female,19
1945,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,<1991,Male,19
1946,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Yes,<1991,Female,11
1947,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2021-2025,Male,8
1948,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2021-2025,Female,0
1949,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2016-2020,Male,15
1950,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2016-2020,Female,6
1951,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2011-2015,Male,8
1952,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2011-2015,Female,5
1953,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2006-2010,Male,19
1954,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2006-2010,Female,9
1955,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2001-2005,Male,6
1956,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,2001-2005,Female,7
1957,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,1991-2000,Male,20
1958,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,1991-2000,Female,12
1959,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,<1991,Male,20
1960,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,No,<1991,Female,7
1961,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2021-2025,Male,10
1962,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2021-2025,Female,9
1963,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2016-2020,Male,18
1964,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2016-2020,Female,18
1965,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2011-2015,Male,10
1966,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2011-2015,Female,18
1967,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2006-2010,Male,2
1968,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2006-2010,Female,14
1969,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2001-2005,Male,10
1970,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,2001-2005,Female,15
1971,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,1991-2000,Male,14
1972,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,1991-2000,Female,14
1973,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,<1991,Male,12
1974,FORCE-NEN collections,Maxima MC,SMALL INTESTINE,Unknown,<1991,Female,16
1975,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2021-2025,Male,19
1976,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2021-2025,Female,1
1977,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2016-2020,Male,17
1978,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2016-2020,Female,7
1979,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2011-2015,Male,14
1980,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2011-2015,Female,16
1981,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2006-2010,Male,7
1982,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2006-2010,Female,17
1983,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2001-2005,Male,17
1984,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,2001-2005,Female,18
1985,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,1991-2000,Male,1
1986,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,1991-2000,Female,6
1987,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,<1991,Male,3
1988,FORCE-NEN collections,Maxima MC,Unknown primary site,Yes,<1991,Female,17
1989,FORCE-NEN collections,Maxima MC,Unknown primary site,No,2021-2025,Male,14
1990,FORCE-NEN collections,Maxima MC,Unknown primary site,No,2021-2025,Female,15
1991,FORCE-NEN collections,Maxima MC,Unknown primary site,No,2016-2020,Male,7
1992,FORCE-NEN collections,Maxima MC,Unknown primary site,No,2016-2020,Female,17
1993,FORCE-NEN collections,Maxima MC,Unknown primary site,No,2011-2015,Male,2
1994,FORCE-NEN collections,Maxima MC,Unknown primary site,No,2011-2015,Female,1
1995,FORCE-NEN collections,Maxima MC,Unknown primary site,No,2006-2010,Male,1
