source,source dataset,source variables,source variables other datasets.dataset,source variables other datasets.name,target,target dataset,target variable,match,status,description,syntax,comments,repeat_num,repeats
PELAGIE,BDD_pop,BETAHCH,,,ATHLETE,chemicals_ath,c_hch_raw_birth,partial,final,from cord blood,BDD_pop$c_hch_raw_birth<-BDD_pop$betaHCH*943.4,from cord blood,,
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle,outcome,ext_avg_,complete,final,data collected at the 6-year-old follow-up and concerns food allergy since birth,"array EXT{10} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25 QE6_B15_5 QE6_B15_7 QE6_B15_12 QE6_B15_18 QE6_B15_22;
EXTi=N(of EXT{*}); EXTp=EXTi/10;
if EXTp>=0.75 then do;
score_EXT6_raw=sum(of EXT{*});
score_EXT6_mean=score_EXT6_raw/EXTi;
score_EXT6_pro=round(score_EXT6_mean*10,1);
end;
else do; score_EXT6_raw=.;  score_EXT6_mean=.; score_EXT6_pro=.;
end;
array ext_raw (4) ext_raw_5-ext_raw_8;
array ext_pro (4) ext_pro_5-ext_pro_8;
array ext_mean (4) ext_avg_5-ext_avg_8;
do i=1 to 3;
if round_SDQ_age6=i+4 then do;
ext_raw(i)=score_ext6_raw;
ext_pro(i)=score_ext6_pro;
ext_mean(i)=score_ext6_mean;
end;
end;",data collected at the 6-year-old follow-up and concerns food allergy since birth,5,"5, 6, 7"
PELAGIE,harmonized,EXT_EVAL_11,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,11,11
PELAGIE,harmonized,EXT_EVAL_12,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,12,12
PELAGIE,harmonized,AGGR_EVAL_7,,,ATHLETE,outcome_ath,aggr_eval_,complete,final,,eval=2;,,7,7
PELAGIE,harmonized,HIPCIRCMES_0,,,LifeCycle,outcome,hipcircmes_,complete,final,,hipcircmes_157=0;,,157,157
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle,outcome,ext_avg_,complete,final,,"array EXT{10} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25 QE6_B15_5 QE6_B15_7 QE6_B15_12 QE6_B15_18 QE6_B15_22;
EXTi=N(of EXT{*}); EXTp=EXTi/10;
if EXTp>=0.75 then do;
score_EXT6_raw=sum(of EXT{*});
score_EXT6_mean=score_EXT6_raw/EXTi;
score_EXT6_pro=round(score_EXT6_mean*10,1);
end;
else do; score_EXT6_raw=.;  score_EXT6_mean=.; score_EXT6_pro=.;
end;
array ext_raw (4) ext_raw_5-ext_raw_8;
array ext_pro (4) ext_pro_5-ext_pro_8;
array ext_mean (4) ext_avg_5-ext_avg_8;
do i=1 to 3;
if round_SDQ_age6=i+4 then do;
ext_raw(i)=score_ext6_raw;
ext_pro(i)=score_ext6_pro;
ext_mean(i)=score_ext6_mean;
end;
end;",,8,8
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25,VQ_Q7_5,VQ_Q7_7,VQ_Q7_12,VQ_Q7_18,VQ_Q7_22",,,LifeCycle,outcome,ext_avg_,complete,final,,"array EXT{10} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25 VQ_Q7_5 VQ_Q7_7 VQ_Q7_12 VQ_Q7_18 VQ_Q7_22;
EXTi=N(of EXT{*}); EXTp=EXTi/10;
if EXTp>=0.75 then do;
score_EXT12_raw=sum(of EXT{*});
score_EXT12_mean=score_EXT12_raw/EXTi;
score_EXT12_pro=round(score_EXT12_mean*10,1);
end;
else do; score_EXT12_raw=.;  score_EXT12_mean=.; score_EXT12_pro=.;
end;
array ext_raw (4) ext_raw_11-ext_raw_14;
array ext_pro (4) ext_pro_11-ext_pro_14;
array ext_mean (4) ext_avg_11-ext_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
ext_raw(i)=score_ext12_raw;
ext_pro(i)=score_ext12_pro;
ext_mean(i)=score_ext12_mean;
end;
end;",,11,"11, 12, 13, 14"
PELAGIE,pelagie_q12,DATE,maj_ddn_2021,DDN_2021,LifeCycle,outcome,ext_age_,complete,final,,ext_age_13=(DATE-ddn_2021)/365.2422;,,13,13
PELAGIE,BDD_phtalates_phenols,"BUPA,SGURINEF",,,ATHLETE,chemicals_ath,m_bupa_raw_t,complete,final,,BDD_phtalates_phenols$m_bupa_raw_t2[BDD_phtalates_phenols$SGurineF>10]<-BDD_phtalates_phenols$BUPA,,2,2
PELAGIE,pelagie_q12,"VQ_Q7_2,VQ_Q7_10,VQ_Q7_15,VQ_Q7_21,VQ_Q7_25",,,LifeCycle,outcome,adhd_raw_,complete,final,,"array HY{5} VQ_Q7_2 VQ_Q7_10 VQ_Q7_15 VQ_Q7_21 VQ_Q7_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY12_raw=sum(of HY{*});
score_HY12_mean=score_HY12_raw/HYi;
score_HY12_pro=round(score_HY12_mean*5,1);
end;
else do; score_HY12_raw=.;  score_HY12_mean=.; score_HY12_pro=.;
end;

array adhd_raw (4) adhd_raw_11-adhd_raw_14;
array adhd_pro (4) adhd_pro_11-adhd_pro_14;
array adhd_mean (4) adhd_avg_11-adhd_avg_14;
do i=1 to 4;
if round_SDQ_age12=10+i then do;
adhd_raw(i)=score_HY12_raw;
adhd_pro(i)=score_HY12_pro;
adhd_mean(i)=score_HY12_mean;
end;
end;",,12,"11, 12, 13, 14"
PELAGIE,harmonized,EXT_PRO_1,,,LifeCycle,outcome,ext_pc_,partial,final,"Percentile variables were generated only for years where information on prorated score was available for more than 10 children.

Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?","CPT2$ext_pc_1<-xtile(CPT2$ext_pro_1, n=100)","Percentile variables were generated only for years where information on prorated score was available for more than 10 children.

Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",1,1
PELAGIE,harmonized,EXT_EVAL_13,,,LifeCycle,outcome,ext_eval_,complete,final,,eval=2;,,13,13
PELAGIE,harmonized,EXT_PRO_2,,,LifeCycle,outcome,ext_pc_,partial,final,"Percentile variables were generated only for years where information on prorated score was available for more than 10 children

Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?","CPT2$ext_pc_2<-xtile(CPT2$ext_pro_2, n=100)","Percentile variables were generated only for years where information on prorated score was available for more than 10 children

Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",2,2
PELAGIE,harmonized,ADHD_INSTR_12,,,LifeCycle,outcome,adhd_instr_,complete,final,,instr=47;,,12,12
PELAGIE,harmonized,BIOMES_0,,,LifeCycle,outcome,biomes_,complete,final,,biomes_146=0;,,146,146
PELAGIE,BDD_OP,CHILDDMDTP,,,ATHLETE,chemicals_ath,c_dmdtp_raw_,complete,final,,BDD_OP$c_dmdtp_raw_6<-BDD_OP$CHILDDMDTP,,6,6
PELAGIE,harmonized,EXT_INSTR_1,,,LifeCycle,outcome,ext_instr_,partial,final,"Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",instr=13;,"Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",1,1
PELAGIE,harmonized,AGGR_EVAL_12,,,ATHLETE,outcome_ath,aggr_eval_,complete,final,,eval=2;,,12,12
PELAGIE,pepsy,WISCC,,,LifeCycle,outcome,nvi_raw_,partial,final,Only the CUBES task to assess perceptive reasoning,"array NV{1} WISCc; NVi=N(of NV{*}); NVp=NVi/1; if NVp>=0.75 then do;
NV12_raw=sum(of NV{*});
NV12_mean=NV12_raw/NVi;
NV12_pro=round(NV12_mean*1,1);
end;",Only the CUBES task to assess perceptive reasoning,5,"5, 6"
PELAGIE,harmonized,EXT_INSTR_2,,,LifeCycle,outcome,ext_instr_,partial,final,"Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",instr=13;,"Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",2,2
PELAGIE,harmonized,EXT_INSTR_3,,,LifeCycle,outcome,ext_instr_,partial,final,"Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",instr=13;,"Partial CBCL scale: (1) how often would you say that your child has been unable to stay put, or has been restless or hyperactive?
(2) how often would you say that your child has been rebellious or refused to obey?
(3) how often would you say your child has been in a fight?
(4) how often would you say that your child was easily distracted, or had difficulty pursuing any activity?
(5) how often would you say that your child did not seem to feel remorse after misbehaving?
(6) how often would you say your child has constantly fidgeted?
(7) how often would you say that your child has been unable to concentrate, or maintain attention for a long period?
(8) how often would you say that your child has not changed their behaviour after being punished?
(9) how often would you say that your child has had difficulty waiting for their turn in a game?
(10)  how often would you say your child has physically attacked others?
(11)  how often would you say that your child has hit, bitten or kicked other children?
(12)  how often would you say your child has been inattentive/distracted?",3,3
PELAGIE,harmonized,EXT_INSTR_5,,,LifeCycle,outcome,ext_instr_,complete,final,,instr=47;,,5,5
PELAGIE,harmonized,TRIGLYCERIDESMES_146,,,LifeCycle,outcome,triglyceridesmes_,complete,final,,triglyceridesmes_149=0;,,149,149
PELAGIE,pelagie_q6,"QE6_B15_2,QE6_B15_10,QE6_B15_15,QE6_B15_21,QE6_B15_25,QE6_B15_5,QE6_B15_7,QE6_B15_12,QE6_B15_18,QE6_B15_22",,,LifeCycle,outcome,adhd_raw_,complete,final,data collected at the 6-year-old follow-up and concerns food allergy since birth,"array HY{5} QE6_B15_2 QE6_B15_10 QE6_B15_15 QE6_B15_21 QE6_B15_25;
HYi=N(of HY{*}); HYp=HYi/5;
if HYp>=0.75 then do;
score_HY6_raw=sum(of HY{*});
score_HY6_mean=score_HY6_raw/HYi;
score_HY6_pro=round(score_HY6_mean*5,1);
end;
else do; score_H6_raw=.;  score_HY6_mean=.; score_HY6_pro=.;
end;
array adhd_raw (4) adhd_raw_5-adhd_raw_8;
array adhd_pro (4) adhd_pro_5-adhd_pro_8;
array adhd_mean (4) adhd_avg_5-adhd_avg_8;

do i=1 to 4;
if round_SDQ_age6=i+4 then do;
adhd_raw(i)=score_HY6_raw;
adhd_pro(i)=score_HY6_pro;
adhd_mean(i)=score_HY6_mean;
end;
end;",data collected at the 6-year-old follow-up and concerns food allergy since birth,5,"5, 6, 7"
