order,name,code,parent,ontologyTermURI
3517,M03AC09 (rocuronium bromide),M03AC09,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097047
3518,M03AC10 (mivacurium chloride),M03AC10,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097048
3519,M03AC11 (cisatracurium),M03AC11,M03AC (Other quaternary ammonium compounds),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097049
3520,"M03AX (Other muscle relaxants, peripherally acting agents)",M03AX,"M03A (MUSCLE RELAXANTS, PERIPHERALLY ACTING AGENTS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097050
3521,M03AX01 (botulinum toxin),M03AX01,"M03AX (Other muscle relaxants, peripherally acting agents)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097051
3522,"M03B (MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS)",M03B,M03 (MUSCLE RELAXANTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097052
3523,M03BA (Carbamic acid esters),M03BA,"M03B (MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097053
3524,M03BA01 (phenprobamate),M03BA01,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097054
3525,M03BA02 (carisoprodol),M03BA02,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097055
3526,M03BA03 (methocarbamol),M03BA03,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097056
3527,M03BA04 (styramate),M03BA04,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097057
3528,M03BA05 (febarbamate),M03BA05,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097058
3529,"M03BA51 (phenprobamate, combinations excl. psycholeptics)",M03BA51,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097059
3530,"M03BA52 (carisoprodol, combinations excl. psycholeptics)",M03BA52,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097060
3531,"M03BA53 (methocarbamol, combinations excl. psycholeptics)",M03BA53,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097061
3532,"M03BA71 (phenprobamate, combinations with psycholeptics)",M03BA71,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097062
3533,"M03BA72 (carisoprodol, combinations with psycholeptics)",M03BA72,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097063
3534,"M03BA73 (methocarbamol, combinations with psycholeptics)",M03BA73,M03BA (Carbamic acid esters),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097064
3535,"M03BB (Oxazol, thiazine, and triazine derivatives)",M03BB,"M03B (MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097065
3536,M03BB02 (chlormezanone),M03BB02,"M03BB (Oxazol, thiazine, and triazine derivatives)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097066
3537,M03BB03 (chlorzoxazone),M03BB03,"M03BB (Oxazol, thiazine, and triazine derivatives)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097067
3538,"M03BB52 (chlormezanone, combinations excl. psycholeptics)",M03BB52,"M03BB (Oxazol, thiazine, and triazine derivatives)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097068
3539,"M03BB53 (chlorzoxazone, combinations excl. psycholeptics)",M03BB53,"M03BB (Oxazol, thiazine, and triazine derivatives)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097069
3540,"M03BB72 (chlormezanone, combinations with psycholeptics)",M03BB72,"M03BB (Oxazol, thiazine, and triazine derivatives)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097070
3541,"M03BB73 (chlorzoxazone, combinations with psycholeptics)",M03BB73,"M03BB (Oxazol, thiazine, and triazine derivatives)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097071
3542,"M03BC (Ethers, chemically close to antihistamines)",M03BC,"M03B (MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097072
3543,M03BC01 (orphenadrine (citrate)),M03BC01,"M03BC (Ethers, chemically close to antihistamines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097073
3544,"M03BC51 (orphenadrine, combinations)",M03BC51,"M03BC (Ethers, chemically close to antihistamines)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097074
3545,M03BX (Other centrally acting agents),M03BX,"M03B (MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097075
3546,M03BX01 (baclofen),M03BX01,M03BX (Other centrally acting agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097076
3547,M03BX02 (tizanidine),M03BX02,M03BX (Other centrally acting agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097077
3548,M03BX03 (pridinol),M03BX03,M03BX (Other centrally acting agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097078
3549,M03BX04 (tolperisone),M03BX04,M03BX (Other centrally acting agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097079
3550,M03BX05 (thiocolchicoside),M03BX05,M03BX (Other centrally acting agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097080
3551,M03BX06 (mephenesin),M03BX06,M03BX (Other centrally acting agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097081
3552,M03BX07 (tetrazepam),M03BX07,M03BX (Other centrally acting agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097082
3553,M03BX08 (cyclobenzaprine),M03BX08,M03BX (Other centrally acting agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097083
3554,M03BX30 (fenyramidol),M03BX30,M03BX (Other centrally acting agents),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097084
3555,"M03C (MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS)",M03C,M03 (MUSCLE RELAXANTS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097085
3556,M03CA (Dantrolene and derivatives),M03CA,"M03C (MUSCLE RELAXANTS, DIRECTLY ACTING AGENTS)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097086
3557,M03CA01 (dantrolene),M03CA01,M03CA (Dantrolene and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097087
3558,M04 (ANTIGOUT PREPARATIONS),M04,M (MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097088
3559,M04A (ANTIGOUT PREPARATIONS),M04A,M04 (ANTIGOUT PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097089
3560,M04AA (Preparations inhibiting uric acid production),M04AA,M04A (ANTIGOUT PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097090
3561,M04AA01 (allopurinol),M04AA01,M04AA (Preparations inhibiting uric acid production),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097091
3562,M04AA02 (tisopurine),M04AA02,M04AA (Preparations inhibiting uric acid production),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097092
3563,M04AA03 (febuxostat),M04AA03,M04AA (Preparations inhibiting uric acid production),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097093
3564,"M04AA51 (allopurinol, combinations)",M04AA51,M04AA (Preparations inhibiting uric acid production),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097094
3565,M04AB (Preparations increasing uric acid excretion),M04AB,M04A (ANTIGOUT PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097095
3566,M04AB01 (probenecid),M04AB01,M04AB (Preparations increasing uric acid excretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097096
3567,M04AB02 (sulfinpyrazone),M04AB02,M04AB (Preparations increasing uric acid excretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097097
3568,M04AB03 (benzbromarone),M04AB03,M04AB (Preparations increasing uric acid excretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097098
3569,M04AB04 (isobromindione),M04AB04,M04AB (Preparations increasing uric acid excretion),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097099
3570,M04AC (Preparations with no effect on uric acid metabolism),M04AC,M04A (ANTIGOUT PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097100
3571,M04AC01 (colchicine),M04AC01,M04AC (Preparations with no effect on uric acid metabolism),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097101
3572,M04AC02 (cinchophen),M04AC02,M04AC (Preparations with no effect on uric acid metabolism),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097102
3573,M04AX (Other antigout preparations),M04AX,M04A (ANTIGOUT PREPARATIONS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097103
3574,M04AX01 (urate oxidase),M04AX01,M04AX (Other antigout preparations),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097104
3575,M05 (DRUGS FOR TREATMENT OF BONE DISEASES),M05,M (MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097105
3576,M05B (DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION),M05B,M05 (DRUGS FOR TREATMENT OF BONE DISEASES),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097106
3577,M05BA (Bisphosphonates),M05BA,M05B (DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097107
3578,M05BA01 (etidronic acid),M05BA01,M05BA (Bisphosphonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097108
3579,M05BA02 (clodronic acid),M05BA02,M05BA (Bisphosphonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097109
3580,M05BA03 (pamidronic acid),M05BA03,M05BA (Bisphosphonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097110
3581,M05BA04 (alendronic acid),M05BA04,M05BA (Bisphosphonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097111
3582,M05BA05 (tiludronic acid),M05BA05,M05BA (Bisphosphonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097112
3583,M05BA06 (ibandronic acid),M05BA06,M05BA (Bisphosphonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097113
3584,M05BA07 (risedronic acid),M05BA07,M05BA (Bisphosphonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097114
3585,M05BA08 (zoledronic acid),M05BA08,M05BA (Bisphosphonates),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097115
3586,"M05BB (Bisphosphonates, combinations)",M05BB,M05B (DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097116
3587,"M05BB01 (etidronic acid and calcium, sequential)",M05BB01,"M05BB (Bisphosphonates, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097117
3588,"M05BB02 (risedronic acid and calcium, sequential)",M05BB02,"M05BB (Bisphosphonates, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097118
3589,M05BB03 (alendronic acid and colecalciferol),M05BB03,"M05BB (Bisphosphonates, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097119
3590,"M05BB04 (risedronic acid, calcium and colecalciferol, sequential)",M05BB04,"M05BB (Bisphosphonates, combinations)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097120
3591,M05BC (Bone morphogenetic proteins),M05BC,M05B (DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097121
3592,M05BC01 (dibotermin alfa),M05BC01,M05BC (Bone morphogenetic proteins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097122
3593,M05BC02 (eptotermin alfa),M05BC02,M05BC (Bone morphogenetic proteins),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097123
3594,M05BX (Other drugs affecting bone structure and mineralization),M05BX,M05B (DRUGS AFFECTING BONE STRUCTURE AND MINERALIZATION),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097124
3595,M05BX01 (ipriflavone),M05BX01,M05BX (Other drugs affecting bone structure and mineralization),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097125
3596,M05BX02 (aluminium chlorohydrate),M05BX02,M05BX (Other drugs affecting bone structure and mineralization),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097126
3597,M05BX03 (strontium ranelate),M05BX03,M05BX (Other drugs affecting bone structure and mineralization),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097127
3598,M09 (OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM),M09,M (MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097128
3599,M09A (OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM),M09A,M09 (OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097129
3600,M09AA (Quinine and derivatives),M09AA,M09A (OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097130
3601,M09AA01 (hydroquinine),M09AA01,M09AA (Quinine and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097131
3602,"M09AA72 (quinine, combinations with psycholeptics)",M09AA72,M09AA (Quinine and derivatives),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097132
3603,M09AB (Enzymes),M09AB,M09A (OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097133
3604,M09AB01 (chymopapain),M09AB01,M09AB (Enzymes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097134
3605,"M09AB52 (trypsin, combinations)",M09AB52,M09AB (Enzymes),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097135
3606,M09AX (Other drugs for disorders of the musculo-skeletal system),M09AX,M09A (OTHER DRUGS FOR DISORDERS OF THE MUSCULO-SKELETAL SYSTEM),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097136
3607,M09AX01 (hyaluronic acid),M09AX01,M09AX (Other drugs for disorders of the musculo-skeletal system),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097137
3608,N02AA (Natural opium alkaloids),N02AA,N02A (OPIOIDS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097138
3609,N02AA01 (morphine),N02AA01,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097139
3610,N02AA02 (opium),N02AA02,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097140
3611,N02AA03 (hydromorphone),N02AA03,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097141
3612,N02AA04 (nicomorphine),N02AA04,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097142
3613,N02AA05 (oxycodone),N02AA05,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097143
3614,N02AA08 (dihydrocodeine),N02AA08,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097144
3615,N02AA09 (diamorphine),N02AA09,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097145
3616,N02AA10 (papaveretum),N02AA10,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097146
3617,"N02AA51 (morphine, combinations)",N02AA51,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097147
3618,N02AA55 (oxycodone and naloxone),N02AA55,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097148
3619,"N02AA58 (dihydrocodeine, combinations)",N02AA58,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097149
3620,"N02AA59 (codeine, combinations excl. psycholeptics)",N02AA59,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097150
3621,"N02AA79 (codeine, combinations with psycholeptics)",N02AA79,N02AA (Natural opium alkaloids),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097151
3622,N02AB (Phenylpiperidine derivatives),N02AB,N02A (OPIOIDS),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097152
3623,N01AB01 (halothane),N01AB01,N01AB (Halogenated hydrocarbons),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097153
3624,N01AB02 (chloroform),N01AB02,N01AB (Halogenated hydrocarbons),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097154
3625,N01AB04 (enflurane),N01AB04,N01AB (Halogenated hydrocarbons),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097155
3626,N01AB05 (trichloroethylene),N01AB05,N01AB (Halogenated hydrocarbons),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097156
3627,N01AB06 (isoflurane),N01AB06,N01AB (Halogenated hydrocarbons),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097157
3628,N01AB07 (desflurane),N01AB07,N01AB (Halogenated hydrocarbons),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097158
3629,N01AB08 (sevoflurane),N01AB08,N01AB (Halogenated hydrocarbons),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097159
3630,"N01AF (Barbiturates, plain)",N01AF,"N01A (ANESTHETICS, GENERAL)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097160
3631,N01AF01 (methohexital),N01AF01,"N01AF (Barbiturates, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097161
3632,N01AF02 (hexobarbital),N01AF02,"N01AF (Barbiturates, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097162
3633,N01AF03 (thiopental),N01AF03,"N01AF (Barbiturates, plain)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097163
3634,N01AG (Barbiturates in combination with other drugs),N01AG,"N01A (ANESTHETICS, GENERAL)",https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097164
3635,N01AG01 (narcobarbital),N01AG01,N01AG (Barbiturates in combination with other drugs),https://spor.ema.europa.eu/rmswi/#/lists/100000093533/terms/100000097165
