name,order,code,parent,ontologyTermURI,definition
"P61.4 Other congenital anaemias, not elsewhere classified",7165,P61.4,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61.4,
P61.5 Other perinatal haematological disorders - Transient neonatal neutropenia,7166,P61.5,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61.5,ORPHAcode: 464370 Neonatal alloimmune neutropenia
P61.6 Other transient neonatal disorders of coagulation,7167,P61.6,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61.6,
P61.8 Other specified perinatal haematological disorders,7168,P61.8,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61.8,
"P61.9 Perinatal haematological disorder, unspecified",7169,P61.9,P50-P61 Haemorrhagic and haematological disorders of fetus and newborn,http://identifiers.org/icd/P61.9,
P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,7170,,XVI Certain conditions originating in the perinatal period,,
P70 Transitory disorders of carbohydrate metabolism specific to fetus and newborn,7171,P70,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P70,
P70.0 Syndrome of infant of mother with gestational diabetes,7172,P70.0,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P70.0,
P70.1 Syndrome of infant of a diabetic mother,7173,P70.1,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P70.1,
Q90 Down syndrome,7174,Q90,"Q90-Q99 Chromosomal abnormalities, not elsewhere classified",http://identifiers.org/icd/Q90,
P70.2 Transitory disorders of carbohydrate metabolism specific to fetus and newborn - Neonatal diabetes mellitus,7175,P70.2,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P70.2,ORPHAcode: 65288 Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome
P70.3 Transitory disorders of carbohydrate metabolism specific to fetus and newborn - Iatrogenic neonatal hypoglycaemia,7176,P70.3,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P70.3,
P70.4 Transitory disorders of carbohydrate metabolism specific to fetus and newborn - Other neonatal hypoglycaemia,7177,P70.4,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P70.4,
P70.8 Other transitory disorders of carbohydrate metabolism of fetus and newborn,7178,P70.8,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P70.8,
"P70.9 Transitory disorder of carbohydrate metabolism of fetus and newborn, unspecified",7179,P70.9,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P70.9,
P71 Transitory neonatal disorders of calcium and magnesium metabolism,7180,P71,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P71,
P71.0 Transitory neonatal disorders of calcium and magnesium metabolism - Cow milk hypocalcaemia in newborn,7181,P71.0,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P71.0,
P71.1 Other neonatal hypocalcaemia,7182,P71.1,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P71.1,
P71.2 Neonatal hypomagnesaemia,7183,P71.2,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P71.2,
P71.3 Neonatal tetany without calcium or magnesium deficiency,7184,P71.3,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P71.3,
P71.4 Transitory neonatal hypoparathyroidism,7185,P71.4,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P71.4,
P71.8 Other transitory neonatal disorders of calcium and magnesium metabolism,7186,P71.8,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P71.8,
"P71.9 Transitory neonatal disorder of calcium and magnesium metabolism, unspecified",7187,P71.9,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P71.9,
P72 Other transitory neonatal endocrine disorders,7188,P72,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P72,
"P72.0 Neonatal goitre, not elsewhere classified",7189,P72.0,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P72.0,
P72.1 Transitory neonatal hyperthyroidism,7190,P72.1,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P72.1,
"P72.2 Other transitory neonatal disorders of thyroid function, not elsewhere classified",7191,P72.2,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P72.2,ORPHAcode: 1910 Fetal iodine syndrome
P72.8 Other specified transitory neonatal endocrine disorders,7192,P72.8,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P72.8,
"P72.9 Transitory neonatal endocrine disorder, unspecified",7193,P72.9,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P72.9,
P74 Other transitory neonatal electrolyte and metabolic disturbances,7194,P74,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P74,
P74.0 Late metabolic acidosis of newborn,7195,P74.0,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P74.0,
P74.1 Other transitory neonatal electrolyte and metabolic disturbances - Dehydration of newborn,7196,P74.1,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P74.1,
P74.2 Disturbances of sodium balance of newborn,7197,P74.2,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P74.2,
P74.3 Disturbances of potassium balance of newborn,7198,P74.3,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P74.3,
P74.4 Other transitory electrolyte disturbances of newborn,7199,P74.4,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P74.4,
P74.5 Transitory tyrosinaemia of newborn,7200,P74.5,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P74.5,ORPHAcode: 3402 Transient tyrosinemia of the newborn
P74.8 Other transitory metabolic disturbances of newborn,7201,P74.8,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P74.8,ORPHAcode: 289877 Transient hyperammonemia of the newborn
"P74.9 Transitory metabolic disturbance of newborn, unspecified",7202,P74.9,P70-P74 Transitory endocrine and metabolic disorders specific to fetus and newborn,http://identifiers.org/icd/P74.9,
P75-P78 Digestive system disorders of fetus and newborn,7203,,XVI Certain conditions originating in the perinatal period,,
P76 Other intestinal obstruction of newborn,7204,P76,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P76,
P76.0 Other intestinal obstruction of newborn - Meconium plug syndrome,7205,P76.0,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P76.0,ORPHAcode: 314376 Intestinal obstruction in the newborn due to guanylate cyclase 2C deficiency
P76.1 Transitory ileus of newborn,7206,P76.1,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P76.1,
P76.2 Intestinal obstruction due to inspissated milk,7207,P76.2,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P76.2,
P76.8 Other specified intestinal obstruction of newborn,7208,P76.8,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P76.8,
"P76.9 Intestinal obstruction of newborn, unspecified",7209,P76.9,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P76.9,
"XVII Congenital malformations, deformations and chromosomal abnormalities",7210,,,,
P77 Necrotizing enterocolitis of fetus and newborn,7211,P77,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P77,ORPHAcode: 391673 Necrotizing enterocolitis
P78 Other perinatal digestive system disorders,7212,P78,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P78,
P78.0 Perinatal intestinal perforation,7213,P78.0,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P78.0,
P78.1 Other neonatal peritonitis,7214,P78.1,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P78.1,
P78.2 Other perinatal digestive system disorders - Neonatal haematemesis and melaena due to swallowed maternal blood,7215,P78.2,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P78.2,
P78.3 Other perinatal digestive system disorders - Noninfective neonatal diarrhoea,7216,P78.3,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P78.3,ORPHAcode: 2290 Microvillus inclusion disease
P78.8 Other specified perinatal digestive system disorders,7217,P78.8,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P78.8,
"P78.9 Perinatal digestive system disorder, unspecified",7218,P78.9,P75-P78 Digestive system disorders of fetus and newborn,http://identifiers.org/icd/P78.9,
P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,7219,,XVI Certain conditions originating in the perinatal period,,
P80 Hypothermia of newborn,7220,P80,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P80,
P92.1 Regurgitation and rumination in newborn,7221,P92.1,P90-P96 Other disorders originating in the perinatal period,http://identifiers.org/icd/P92.1,
P80.0 Hypothermia of newborn - Cold injury syndrome,7222,P80.0,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P80.0,
P80.8 Other hypothermia of newborn,7223,P80.8,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P80.8,
"P80.9 Hypothermia of newborn, unspecified",7224,P80.9,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P80.9,
P81 Other disturbances of temperature regulation of newborn,7225,P81,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P81,
P81.0 Environmental hyperthermia of newborn,7226,P81.0,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P81.0,
R36 Urethral discharge,7227,R36,R30-R39 Symptoms and signs involving the urinary system,http://identifiers.org/icd/R36,
P81.8 Other specified disturbances of temperature regulation of newborn,7228,P81.8,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P81.8,
"P81.9 Disturbance of temperature regulation of newborn, unspecified",7229,P81.9,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P81.9,
P83 Other conditions of integument specific to fetus and newborn,7230,P83,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83,
P83.0 Sclerema neonatorum,7231,P83.0,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83.0,
P83.1 Neonatal erythema toxicum,7232,P83.1,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83.1,
P83.2 Hydrops fetalis not due to haemolytic disease,7233,P83.2,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83.2,ORPHAcode: 1041 Hydrops fetalis
P83.3 Other and unspecified oedema specific to fetus and newborn,7234,P83.3,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83.3,
P83.4 Breast engorgement of newborn,7235,P83.4,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83.4,
P83.5 Other conditions of integument specific to fetus and newborn - Congenital hydrocele,7236,P83.5,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83.5,
P83.6 Umbilical polyp of newborn,7237,P83.6,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83.6,
S14.3 Injury of brachial plexus,7238,S14.3,S10-S19 Injuries to the neck,http://identifiers.org/icd/S14.3,
P83.8 Other specified conditions of integument specific to fetus and newborn,7239,P83.8,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83.8,ORPHAcode: 398127 Neonatal scleroderma
"P83.9 Condition of integument specific to fetus and newborn, unspecified",7240,P83.9,P80-P83 Conditions involving the integument and temperature regulation of fetus and newborn,http://identifiers.org/icd/P83.9,
P90-P96 Other disorders originating in the perinatal period,7241,,XVI Certain conditions originating in the perinatal period,,
P90 Convulsions of newborn,7242,P90,P90-P96 Other disorders originating in the perinatal period,http://identifiers.org/icd/P90,
P91 Other disturbances of cerebral status of newborn,7243,P91,P90-P96 Other disorders originating in the perinatal period,http://identifiers.org/icd/P91,
