id,PID,Name,Acronym,Description,URL,Juridical Person,Country,Head of Biobank,Latitude,Longitude,Also Known In,Contact Person,Networks,Commercial Collaboration,Non Profit Collaboration,Capabilities,National Node
bbmri-eric:ID:IT_1382601095921860,21.T12995/1.ac4c-2be3-bd40,IZSLER Biobanking of Veterinary Resources,BVR,"The Biobank of Veterinary Resources (BVR), located at the Istituto Zooprofilattico Sperimentale della Lombardia e dell’Emilia Romagna (IZSLER), has the mission to collect biological resources mainly resulting from routinely diagnostic procedures and research. The collected resources, stored after being submitted to careful identity and purity controls, are available to public and private institutions.. . The collection consists of several types of biological samples such as cell culture, pathogens (viruses, bacteria, parassites), histological material and microorganism genomic sequences, etc.. . Biological resources from third parties can be stored at BVR facilities as safe deposit, open deposit and patent deposit according to Budapest treaty.. . The Biobank is certified according to ISO 9001:2015 and UNI CEI EN ISO/IEC 17025.. . Furthermore, BVR has been recognized as an Office Internationale Epizooties (OIE) Collaborating Centre.",http://ibvr.org,IZSLER,IT,bbmri-eric:contactID:IT_1504763940845431,45.5231614,10.2228136,,bbmri-eric:contactID:IT_1504763940845431,bbmri-eric:networkID:IT_68e869d490ef443,true,true,"biomaterial-storage,cell-culture",IT
bbmri-eric:ID:IT_1382686156197551,21.T12995/1.8363-ed6c-efc3,Centro Risorse Biologiche IRCCS Ospedale Policlinico San Martino,CRB-HSM,"Born in 2008 (CRB-IST), the Biological Resource Centre of the IRCCS Ospedale Policlinico San Martino includes three collections of biological material:
- Genoa Tissue Bank (GTB)
- Biobanca Neurologica (BioNeuro)
- Banca cellule (ICLC) 
The collections store and distribute frozen tissues, FFPE tissues, blood derivatives, cells and cell lines, biological fluids, nucleic acids and related data.",http://www.ospedalesanmartino.it,General Director IRCCS Ospedale Policlinico San Martino,IT,bbmri-eric:contactID:IT_1444717315720594,44.4073624,8.9693021,,bbmri-eric:contactID:IT_1444717315720594,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",true,true,"biomaterial-storage,cell-culture,data-analytics,data-storage,nucleic-acid-extraction,pathology-archive-access,recontact,BSL2,BSL3,PCR,ProspectiveCollections,proteomics,Testing_Facility_Animal,TrialSetupClinical",IT
bbmri-eric:ID:IT_1382783556249610,21.T12995/1.b566-0749-78ae,Banca Biologica Oncologica Pediatrica,BBOP,"The laboratory of pediatric oncohematology is the national reference for the diagnosis of acute pediatric, lymphomas, solid tumors and brain tumors.
IN additon to the routine analyses, for retrospective studies and future clinical and/or research puroposes the biological biobank is maintained. Cryopreservation of an average of 10000 vials is carried out annualy and are subsequently added to the bank. Moreover are stored dna rna proteins and cell lines. The biological bank is a centralized integrated framework for the collection and filling of biological samples related to clinical studies and clinical analysis in research projects. 
Biobank’s activities are: storing specimens harvested over time, combined with molecular, cellular and genetic data. Moreover, collected samples are processed primarily analyzed and adeguately preseved for sharing with the wider scientific comunity. 
An efficient IT system is a crucial matter and has been implemented to serve database in real time.",,Dip. Salute della Donna e del Bambino,IT,bbmri-eric:contactID:IT_1444717326219213,,,,bbmri-eric:contactID:IT_1536058271382266,bbmri-eric:networkID:IT_68e869d490ef443,false,false,"biomaterial-storage,data-analytics,data-storage,nucleic-acid-extraction",IT
bbmri-eric:ID:IT_1382965524316631,21.T12995/1.2610-5340-6f70,Biobanca del Laboratorio di Genetica Umana,IGG-GB,"The biobank started its activity in 1983 as a unit of the Laboratory of Human Genetics of Galliera Hospital in Genoa In January 2019 the Biobank moved to Istituto G. Gaslini and it was renamed “Biobank of the Laboratory of Human Genetics”. Since May 2020 it has been merged with the Biobank of cell lines and DNA from patients affected by genetic diseases established at Gaslini hospital in 1976. Presently, the unified biobank stores more than 20,000 biospecimens and associated data from about 300 genetic disorders. Since 2008 it has been partner of the Telethon Network of Genetic Biobanks and in 2010 it was officially authorized by the Liguria Region.",http://biobanknetwork.telethon.it/,General Director - IRCCS Istituto Giannina Gaslini,IT,bbmri-eric:contactID:IT_1444717336272243,44.3910699,8.9893807,,bbmri-eric:contactID:IT_1444717336272243,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",true,true,"biomaterial-storage,cell-culture,data-storage,nucleic-acid-extraction",IT
bbmri-eric:ID:IT_1383047508168267,21.T12995/1.59ff-2fde-366c,Banca Neuromuscolare di Tessuti e DNA,NMTB,Collection of muscular biopsies and DNA samples of rare neuromuscular diseases,,Campus Biomedico P. d'Abano,IT,bbmri-eric:contactID:IT_1444717356359813,,,,bbmri-eric:contactID:IT_1444717356359813,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",false,true,,IT
bbmri-eric:ID:IT_1383130755736614,21.T12995/1.e6f9-8715-a50d,da Vinci European BioBank,daVEB,"The da Vinci European BioBank (daVEB) is a ISO9001 certified multicenter biobank with a centralized IT infrastructure and a main repository located at the Polo Scientifico (Scientific Campus of the University of Florence) in Sesto Fiorentino (Florence, Italy).
Liquid samples and the associated data from healthy volunteers and donors involved in studies on metabolic diseases and different type of cancer have been collected in recent years for the metabolomic studies performed by FiorGen in collaboration with the Magnetic Resonance Center (CERM) of the University of Florence. Samples  from healthy subjects, patients affected by cardiomyopathy, melanoma and ductal carcinoma are stored in the biobank.Further, daVEB collaborates with CERM with the aim to improve its standard operating procedures (SOPs) and preanalytical treatments.",https://www.daveb.unifi.it/,Alessandra Petrucci - Rector of University of Florence,IT,bbmri-eric:contactID:IT_turano,43.821561,11.193907,,bbmri-eric:contactID:IT_1444717387153612,bbmri-eric:networkID:IT_68e869d490ef443,true,true,"biomaterial-storage,cell-culture,data-analytics,data-storage,nucleic-acid-extraction",IT
bbmri-eric:ID:IT_1383230735994332,21.T12995/1.c7ee-d691-183c,Biobank of skeletal muscle peripheral nerve DNA and cell cultures,BiobankNMD-Milan,"The ”Biobank of skeletal muscle, peripheral nerve, DNA and cell cultures” is part of the Rare Neuromuscular Disease Unit. It collects and stores biological samples for both research and diagnostic purposes.. . Since 1999 it has been partly funded by the Telethon Foundation as part of the Telethon Network of Genetic Biobanks.. . In 2002 it became a partner of the project EuroBioBank, funded by the European Community, coordinated by Eurordis first (European Organization for Rare Diseases ) and currently by Telethon. It joined BBMRI in 2013.. . The Bank’s quality system is certified by BVQI.. . The Biobank contains a considerable number of biological samples from patients with different rare neuromuscular diseases.It currently stores over 6400 skeletal muscle specimens, approximately 5140 resin-embedded samples for electron microscopy observation, over 200 samples of peripheral nerve for morphological studies and 8117 of DNA samples and cell cultures.. .",http://www.centrodinoferrari.com/en/laboratori/u-o-d-diagnostica-malattie-neuromuscolari-e-rare/biobanca/,Fondazione IRCCS Ca’ Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico,IT,bbmri-eric:contactID:IT_144471740779574,,,,bbmri-eric:contactID:IT_144471740779574,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",false,true,,IT
bbmri-eric:ID:IT_1383569594559774,21.T12995/1.6844-bd22-29c1,Cell lines and DNA bank of  Genetic Movement Disorders and Mitochondrial Diseases,GMD-MDbank,The biobank deals with genetic movement disorders and mitochondrial diseases and is part of TNGB,http://biobanknetwork.telethon.it,Fondazione IRCCS Istituto Neurologico Carlo Besta,IT,bbmri-eric:contactID:IT_1444717428853336,,,,bbmri-eric:contactID:IT_1444717428853336,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_1607342930234295",false,false,"biomaterial-storage,cell-culture,nucleic-acid-extraction",IT
bbmri-eric:ID:IT_1383758011993577,21.T12995/1.6a26-2efc-3a66,Centro Risorse Biologiche – Ospedale San Raffaele,CRB-OSR,"The CRB-OSR was established with the aim of coordinating the biobanking activities and the collection of biological samples from the clinical departments. The CRB-OSR receive, process and store biological samples from patients who, after signing the informed consent, choose to donate their samples to the research. After the approval of the projects from the Institutional Ethical Committee, the CRB-OSR deliver biological samples and clinical data to OSR community of scientists. Currently the collected material include frozen and FFPE tissues, serum, plasma, cells isolated from peripheral blood, bone marrow and solid tumoral/normal tissues, liquor, cerebrospinal fluid, ascites, DNA, RNA, serum, plasma and urine.",https://www.bbmri.it/lista-biobanche/centro-risorse-biologiche-ospedale-san-raffaele/,IRCCS Ospedale San Raffaele,IT,bbmri-eric:contactID:IT_1560370906607418,45.5094769,9.2669792,,bbmri-eric:contactID:IT_1560370906607418,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:EU_BBMRI-ERIC:networks:COVID19",false,false,"biomaterial-storage,data-analytics,data-storage,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,BSL2,BSL3,covid19,ProspectiveCollections,PCR,Testing_Facility_Animal,TrialSetupClinical,VSF",IT
bbmri-eric:ID:IT_1383824434985378,21.T12995/1.9f48-73aa-360f,Biobanca Istituzionale INT,BBINT,"Born in 2006, the Biological Resource Centre of IRCCS Istituto Nazionale dei Tumori includes collections of biological material (frozen tissues and, from 2012, also blood derivation) and related clinical data.",http://www.istitutotumori.mi.it,Fondazione IRCCS Istituto Nazionale Tumori,IT,bbmri-eric:contactID:IT_daidone,,,,bbmri-eric:contactID:IT_1444717530540908,bbmri-eric:networkID:IT_68e869d490ef443,true,true,,IT
bbmri-eric:ID:IT_1383929642991480,21.T12995/1.34aa-7a09-3ff3,Neuromuscular Disease Biobank,NEUMD-Besta,"The biobank provides samples as a service to the scientific community conducting research on neuromuscular disorders. Samples are from patients affected by different forms of muscular dystrophy, including the severe congenital and Duchenne muscular dystrophies, as well as limb girdle muscular dystrophies, congenital myopathies, distal and myofibrillar myopathies, inflammatory myopathies, and metabolic myopathies. Different types of biomaterials are frequently available from a single patient. 
The Biobank is founding partner of the EuroBioBank network, the first operating network of biobanks for rare diseases in Europe, and of the Italian Telethon Network of Genetic Biobanks.",http://biobanknetwork.telethon.it,Fondazione IRCCS Istituto Neurologico C. Besta,IT,bbmri-eric:contactID:IT_1579611870686156,45.4776996,9.2307939,,bbmri-eric:contactID:IT_1579611870686156,bbmri-eric:networkID:IT_68e869d490ef443,false,true,"biomaterial-storage,cell-culture,data-analytics,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,pathology-archive-access",IT
bbmri-eric:ID:IT_1384167838447460,21.T12995/1.320e-25b6-510d,BioBanca Istituzionale,BBI,"The Institutional BioBank (BBI), is a unit of the Scientific Direction collecting human bio-materials for a Scientific Research purpose. BBI  takes part to the National Network of Oncological Biobanks “RIBBO” and “BBMRI” and stores cancer tissues, blood  and other biological fluids  in specific cryopreservation facilities.    BBI main aim is to support medical-scientific research, providing  high quality biological samples, associated with clinical data with donor approval and in respect of ethic-legal laws.    Samples can be provided only for Research Projects authorized by an Ethic Commettee  and   by the Scientific Director. BBI Regulation has been approved by the General Director with Deliberation N. 15 del 20/01/2016 and is supported by  operating procedures (SOPs) according to the international guidelines.   The manager of the biobank is Prof. Gerardo Botti, Scientific Director, helped by a biologist (Dr. Monica Cantile) and a data-manager (Mrs Ornella Sacco).",https://www.istitutotumori.na.it/RicercaScientifica/e_Biobanca.html,INT IRCCS Fondazione Pascale,IT,bbmri-eric:contactID:IT_817460dceceb4b2,40.8627859,14.2203156,,bbmri-eric:contactID:IT_1444717569464400,"bbmri-eric:networkID:IT_68e869d490ef443,bbmri-eric:networkID:IT_474ed7c85cd74ce",false,false,"biomaterial-storage,cell-culture,data-storage,digital-imaging,immunohistochemistry-scoring,immunohistochemistry-staining,nucleic-acid-extraction,pathology-archive-access,recontact,tma-creation",IT
