"id","name","acronym","description","url","country"
"bbmri-eric:contactID:UK_GBR-1-61","Epilepsy Society Brain and Tissue Bank","","The Epilepsy Society Brain and Tissue Bank is a recently established tissue bank at the Institute of Neurology, which has ethical approval and is supported by the Epilepsy Society. It is located within UCL Institute of Neurology in the Department of Neuropathology and is governed by a committee including members of the Department of Clinical and Experimental Epilepsy, the Epilepsy Society as well as SUDEP Action.  The collection comprises consented tissue samples from patients who have undergone epilepsy surgery, mainly at the National Hospital for Neurology and Neurosurgery. In addition the tissue bank archives whole brain samples from patients with epilepsy and particularly epilepsy-related deaths, such as sudden and unexpected death in epilepsy (SUDEP).  We have a donor registry for people who have epilepsy, seizures or who are healthy, without seizures, who wish to donate brain tissue following death.","http://www.ucl.ac.uk/ion/departments/epilepsy/themes/brainbank","UK"
"bbmri-eric:contactID:UK_GBR-1-9","Cambridge Blood and Stem Cell Biobank","","Cambridge Blood and Stem Cell Biobank collects and curates blood and blood-product derived samples from normal individuals and patients with blood and related malignancies, with particular emphasis on accessibility to purified tumour and stem cell populations from these samples. Set up in 2009, by 2016 the bank already contains over 12,000 samples, 70% from patients enrolled on research studies and clinical trials, and the remainder from cord blood donors. We specialise in bespoke fresh specimen collections for research into clonal blood cell disorders, autoimmune disorders and normal blood cell development.","http://www.haem.cam.ac.uk/cambridge-blood-and-stem-cell-biobank/","UK"
"bbmri-eric:contactID:UK_GBR-1-60","Emma's Amazing Biobank!","","This is the description of my biobank. Use as much space as is needed. Write more here...bnbnbnbnbnbn","https://www.mybiobank.org.uk/amazing","UK"
"bbmri-eric:contactID:UK_GBR-1-8","Generation Scotland","","A collaboration between the Universities of Edinburgh, Glasgow, Dundee and Aberdeen, and NHS Scotland, to provide resources for genetic and medical research.","http://generationscotland.org/","UK"
"bbmri-eric:contactID:UK_GBR-1-3","Newcastle Brain Tissue Resource","","NBTR is a large research tissue bank of  brain and spinal cord samples collected post mortem from well characterised and prospectively consented donors with dementia and neurodegenerative diseases and also normal controls.","https://nbtr.ncl.ac.uk/","UK"
"bbmri-eric:contactID:UK_GBR-1-2","Biobank for patients with retinal degenerations & dystrophies","","Outer retinal disease is the most common cause of blindness in the UK. It can be caused by a variety of single gene defects, including conditions such as retinitis pigmentosa which often result in early onset blindness in childhood, whilst the risk of age related macular degeneration is caused by a variety of complex multigene defects causing visual loss in later life. Treatments are evolving for both diseases but the underlying pathogenesis and treatment of these diseases  remains elusive. We  have formed the biobank as a repository of fibroblasts (from skin and hair samples) from patients with a variety of retinal diseases that could then be used with induced pluripotent stem cell technology  to investigate causes and new treatments for these conditions.","http://www.ncl.ac.uk/nbb/collections/bprdd/","UK"
"bbmri-eric:contactID:UK_GBR-1-4","Human Developmental Biology Resource (HDBR)","","The Human Developmental Biology Resource (HDBR) is an ongoing collection of human embryonic and fetal material ranging from 3 to 20 weeks of development. Material is available to researchers internationally following registration with the tissue bank.  Jointly funded by the MRC and Wellcome Trust, the biobank has been operating since 1999 and is based at two centres: Institute of Genetic Medicine – Newcastle University and the Institute of Child Health – University College London.    Tissues can be dissected to meet specific research needs and samples supplied fixed or frozen for histology or nucleic acid extraction, or the tissue can be collected into culture media to be used to establish cell lines. Material pre-sectioned to microscope slides is available for immunohistochemistry (IHC) or tissue in situ hybridisation studies (TISH) and stage, tissue specific RNA/DNA/cDNA can be requested.    Our In House Gene Expression Service will perform IHC or TISH experiments on behalf of registered users and provide them with high quality annotated images of results ready for publication.","http://www.hdbr.org/","UK"
"bbmri-eric:ID:NL_AAAACXPKHAQOYACQK2ME25QAAI","ERGO Biobank","","","","NL"
"bbmri-eric:ID:PL_WMU","Wroclaw Medical University Biobank","WMU","The Biorepository is a part of Screening Laboratory of Biological Activity Test and Collection of Biological Material at Faculty of Pharmacy with Division of Laboratory Diagnostics, Wroclaw Medical University.  It was established in 2015 for internal bioresources protection and storage. At the moment, the idea of status conversion into Wroclaw Medical University Biobank (WMU Biobank) has been taken. The Laboratory is located next to the largest Clinical University Hospital in Lower Silesia., where varied types of biological material can be collected (tissues, FFPE tissues, body fluids, cell pellets, perfusates, isolates, homogenates). At the moment the WMU Biobank stores few thousands of samples and data from human (serum, urine, RNA, cell pellets), plants and microbials. The access to the wide range of different types of biological material allows for multidisciplinary projects, research and analyses. The Laboratory has joined to to the Consortium of Polish biobanks in 2015.","http://www.en.umed.wroc.pl/about/","PL"
"Bbmri-eric:ID:FR_BB-0033-00044","CRB Ferdinand Cabanne - Dijon","-","The strategy of the University Hospital of Dijon and Blood Institute of Bourgogne-Franche Comte through the BRC Cabanne (2003) was to create an infrastructure with national dimension. The Cancer Center and private Pathology Center entered the BRC (2004-5), in an integrative process joined by the University Hospital of Besancon (2010). 
CRB is integrated in biology technique tray Gerard Mack (molecular genetic platform cancers, cytometry platform flow and the DNA sequencer).","http://www.crbferdinandcabanne.fr","FR"
"bbmri-eric:ID:IT_1385373961768728","Biogene","","","","IT"
"bbmri-eric:contactID:UK_GBR-1-69","TwinsUK","","The TwinsUK cohort, set up in 1992, is a major volunteer-based genomic epidemiology resource with longitudinal deep genomic and phenomic data from over 14,500 adult twins (18+) who are highly engaged and recallable. It is one of the most deeply characterised adult twin cohort in the world, providing a rich platform for scientists to research health and ageing longitudinally. More than 800 data access collaborations and 150,000 samples have been shared with external researchers, resulting in ~600 publications since 2012.  There are over 500,000 biological samples stored and data collected on twins with repeat measures at multiple timepoints.","http://www.twinsuk.ac.uk/","UK"
"bbmri-eric:contactID:UK_GBR-1-68","MDSBio","","Molecular and functional characterisation of bone marrow function in normal subjects, myelodysplastic syndromes (MDS), acute myeloid leukaemia (AML) and secondary disorders of haematopoiesis","http://oxfordbioresource.org/content/bioresources/bone-marrow-characterisation?wb48617274=A8D6E345","UK"
"bbmri-eric:ID:GR_HBPD","Hellenic Biobank for Parkinson's Disease","HBPD","A collection of biological samples from patients living in Greece, suffering from Parkinson's Disease (PD) and controls","https://telecles.bioacademy.gr/","GR"
"bbmri-eric:contactID:UK_GBR-1-67","NIHR BioResource","","Panel of over 100,000 highly characterised healthy volunteers and patients with common and rare diseases, who are willing to be approached to participate in research studies investigating the links between genes, the environment, health and disease.     Volunteers who join the NIHR BioResource donate their DNA via a blood or saliva sample which is used together with other information (e.g. gender, ethnicity, health records), to match them to specific research studies. Genotyping information via high density array is available for over half of the BioResource panel. Volunteers are free to choose which studies they would like to take part in, allowing the BioResource to provide researchers with groups of participants, tailor-made to the research study.    Volunteers can currently be recruited from the thirteen existing BioResource centres located in Birmingham, Cambridge, Exeter, Leicester, London (at Barts Health, King’s College London Guys and St Thomas’, King’s College London South London and Maudsley, Moorfields and University College London), Leeds, Manchester, Newcastle and Southampton.     Patient cohorts and research studies: The NIHR BioResource supports studies led by Academics, Clinicians and Industry partners including, but not exclusively, in the fields of autoimmune diseases, inflammatory bowel disease, cancer and cardiovascular diseases.  As well as healthy volunteers, the NIHR BioResource has enrolled over 10,000 patients with Rare Diseases, and has cohorts of patients with cardiovascular diseases, mental health conditions, and Inflammatory Bowel Disease (the aim is to recruit 25,000 IBD patients). New patient cohorts are continuously being added.     Industry partners may encounter a cost to access BioResource volunteers. A detailed cost for Industry-led studies through commercial agreements can be found at: https://bioresource.nihr.ac.uk/industry/industry-home/","https://bioresource.nihr.ac.uk/","UK"
