name,label,codesystem,code,definition
Kinked brainstem,Kinked brainstem,HPO,HP_0012793,"A kinked appearance of the brainstem, i.e., an exaggerated flexure.|Kinked brainstem is an indicator of severe neurodysgenesis arising early in gestation. This sign can be appreciated in prenatal magnetic resonance imaging."
Periventricular white matter hypodensities,Periventricular white matter hypodensities,HPO,HP_0012794,"Multiple areas of darker than expected signal on magnetic resonance imaging emanating from the cerebral white matter that surrounds the cerebral ventricles.|See also defintion for ""Deep white matter hypodensities"". These two entities are in contra-distinction to each other."
Abnormality of the optic disc,Abnormality of the optic disc,HPO,HP_0012795,"A morphological abnormality of the optic disc, i.e., of the portion of the optic nerve clinically visible on fundoscopic examination.|The term 'optic disc' is frequently used to describe the portion of the optic nerve clinically visible on fundoscopic examination."
Increased cup-to-disc ratio,Increased cup-to-disc ratio,HPO,HP_0012796,An elevation in the ratio of the diameter of the cup of the optic disc to the total diameter of the disc. The optic disc has an orange-pink rim with a pale centre (the cup) that does not contain neuroretinal tissue. An increase in this ratio therefore may indicate a decrease in the quantity of healthy neuroretinal cells.|A cup to disc ratio of 0.3 is generally considered normal. Note that the ratio is measured in the vertical orientation unless otherwise specified.
Lymphatic vessel neoplasm,Lymphatic vessel neoplasm,HPO,HP_0012797,A benign or malignant neoplasm arising from the lymphatic vessels.
Pulmonary lymphangiomyomatosis,Pulmonary lymphangiomyomatosis,HPO,HP_0012798,"Infiltration of smooth muscle-like cells in lymph vessels as well as the lung (pleura, alveolar septa, bronchi, pulmonary vessels and lymphatics as well as lymph nodes, especially in posterior mediastinum and retroperitoneum). Focal emphysema can develop because of airway narrowing, and the thoracic duct may be obliterated. Pulmonary lymphangiomyomatosis may lead to multiple small cysts with a hamartomatous proliferation of smooth muscle in their walls.|Pulmonary lymphangiomyomatosis is a manifestation of lymphangioleiomyomatosis, which may also affect extrapulmonary locations. It can be seen in tuberous sclerosis."
Unilateral facial palsy,Unilateral facial palsy,HPO,HP_0012799,One-sided weakness of the muscles of facial expression and eye closure.
Accessory cranial suture,Accessory cranial suture,HPO,HP_0012800,A cranial suture that is in addition to canonical membrane-covered openings in the incompletely ossified skull of the fetus or newborn infant.|The parietal and occipital bones in particular are common regions for accessory sutures because of their multiple ossification centers. Accessory sutures can be explained on the basis of incomplete union of the two separate ossification centers. Accessory sutures usually will show a zigzag pattern with interdigitations and sclerotic borders similar to major calvarial sutures.
Narrow jaw,Narrow jaw,HPO,HP_0012801,Bigonial distance (lower facial width) more than 2 standard deviations below the mean (objective); or an apparently decreased width of the lower jaw (mandible) when viewed from the front (subjective).|The width of the jaw is measured from the right gonion to the left gonion using spreading calipers. The gonion is the point at the angle of the bony mandible where the ramus changes direction to become the body of the mandible. It faces inferiorly and medially and is best found by placing a finger over the outward facing angle and rolling the finger downwards and inwards.
Broad jaw,Broad jaw,HPO,HP_0012802,Bigonial distance (lower facial width) more than 2 SD above the mean (objective); or an apparently increased width of the lower jaw (mandible) when viewed from the front (subjective).|The lower jaw is measured from the right gonion to the left gonion using spreading calipers. The gonion is the point at the angle of the bony mandible where the ramus changes direction to become the body of the mandible. It faces inferiorly and medially and is best found by placing a finger over the outward facing angle and rolling the finger downwards and inwards. When a broad jaw is accompanied by a broad upper face the term Square face is used.
Anisometropia,Anisometropia,HPO,HP_0012803,Inequality of refractive power of the two eyes.
Corneal ulceration,Corneal ulceration,HPO,HP_0012804,Disruption of the epithelial layer of the cornea with involvement of the underlying stroma.
Iris transillumination defect,Iris transillumination defect,HPO,HP_0012805,"Transmission of light through the iris as visualized upon slit lamp examination or infrared iris transillumination videography. The light passes through defects in the pigmentation of the iris.|Initially, transillumination defects are usually slit-like, but if pigment loss increases, the defects may be become larger and irregularly shaped."
Proboscis,Proboscis,HPO,HP_0012806,"A fleshy, tube-like structure usually located in the midline of the face or just to one side of the midline.|A proboscis has a single cavity. It may be found in association with a malformed nose and absence of one or both nares."
High insertion of columella,High insertion of columella,HPO,HP_0012807,"Insertion of the posterior columella superior to the nasal base.|This feature is different from a convex Low hanging columella that has a normal insertion. It may be associated with a Short philtrum, but this should be assessed and coded separately. A low insertion is best appreciated when viewed from the side."
Abnormal nasal base,Abnormal nasal base,HPO,HP_0012808,"An anomaly of the nasal base, which can be conceived of as an imaginary line between the most lateral points of the external inferior attachments of the alae nasi to the face."
Narrow nasal base,Narrow nasal base,HPO,HP_0012809,Decreased distance between the attachments of the alae nasi to the face.|There is a marked difference in width of the nasal base depending on ethnic background.
Wide nasal base,Wide nasal base,HPO,HP_0012810,Increased distance between the attachments of the alae nasi to the face.|There is a marked difference in width of the nasal base depending on ethnic background.
Wide nasal ridge,Wide nasal ridge,HPO,HP_0012811,"Increased width of the nasal ridge.|This feature should be assessed in a frontal view. There is no objective measure of width. This may give the impression of a Depressed nasal ridge, but this should be assessed in profile and separately coded. Marked widening of the nasal ridge may be difficult to distinguish from a Bifid nose."
Fullness of paranasal tissue,Fullness of paranasal tissue,HPO,HP_0012812,Increased bulk of tissue alongside the nose. The fullness can be caused by both bony and soft tissues.|This feature is distinct from Wide nasal ridge and Wide nasal bridge.
Unilateral breast hypoplasia,Unilateral breast hypoplasia,HPO,HP_0012813,Underdevelopment of the breast on one side only.
Bilateral breast hypoplasia,Bilateral breast hypoplasia,HPO,HP_0012814,Underdevelopment of the breast on both sides.
Hypoplastic female external genitalia,Hypoplastic female external genitalia,HPO,HP_0012815,"Underdevelopment of part or all of the female external reproductive organs (which include the mons pubis, labia majora, labia minora, Bartholin glands, and clitoris)."
Right ventricular noncompaction cardiomyopathy,Right ventricular noncompaction cardiomyopathy,HPO,HP_0012816,A predominantly right ventricular variant of isolated noncompaction cardiomyopathy.
Noncompaction cardiomyopathy,Noncompaction cardiomyopathy,HPO,HP_0012817,"A type of cardiomyopathy characterized anatomically by deep trabeculations in the ventricular wall, which define recesses communicating with the main ventricular chamber.|Noncompaction of the ventricular myocardium is a cardiomyopathy thought to be caused by arrest of normal embryogenesis of the endocardium and myocardium. This abnormality is often associated with other congenital cardiac defects, but it is also seen in the absence of other cardiac anomalies. During early embryonic development, the myocardium is a loose network of interwoven fibers separated by deep recesses that link the myocardium with the left ventricular cavity. Gradual compaction of this spongy meshwork of fibers and intertrabecular recesses, or sinusoids, occurs between weeks 5 and 8 of embryonic life, proceeding from the epicardium to endocardium and from the base of the heart to the apex. Noncompaction of the ventricular myocardium (NVM) is an uncommon finding. It is thought to be caused by arrest of the normal process of endomyocardial morphogenesis. The left ventricle is uniformly affected, but biventricular noncompaction has been reported, with right ventricular noncompaction described in less than one-half of patients. Because of difficulty in distinguishing normal variants in the highly trabeculated right ventricle from the pathological noncompacted ventricle, several authors dispute the existence of right ventricular noncompaction [PMID:15210614]."
Biventricular noncompaction cardiomyopathy,Biventricular noncompaction cardiomyopathy,HPO,HP_0012818,Noncompaction cardiomyopathy that affects both ventricles.
Myocarditis,Myocarditis,HPO,HP_0012819,"Inflammation of the myocardium.|Myocarditis can be caused by a variety of bacterial and viral infections. Enteroviruses, especially coxsackievirus B, are often associated with acute myocarditis. 
However, with the advent of genetic analysis, adenovirus and parvovirus B19 have also been found to be frequent causes of myocarditis. Exposure to drug treatment, physical stimuli such as radiation and heat, metabolic disorders, immune disorders, and pregnancy are also causes of myocarditis. Many cases of myocarditis are idiopathic. Myocarditis presents with non-specific symptoms including chest pain, dyspnoea, and palpitations, and thus often mimics more common disorders such as coronary artery disease. In some patients, cardiac MRI and endomyocardial biopsy can help identify myocarditis, predict risk of cardiovascular events, and guide treatment."
