providerIdentifier,organisation,hasSubmittedData
03jfptm11,Vessels and Blood Institute,False
01ssrp339,VeDeCoM Institute,False
00wcvf151,Centre Paul Albert-Février,False
02g6y2720,Unité de Glycobiologie Structurale et Fonctionnelle,False
04q9vef57,Ecology of Guianan Forests,True
05n21n105,"Unit of Mathematics, Pure and Applied",True
053kxkj53,Unité Mixte Internationnale de Modélisation Mathématique et Informatiques des Systèmes Complèxes,True
058z3vf87,Gulliver,False
04d3p2m17,Ion Channel and Synaptic Neurobiology Laboratory,True
03w1ffx74,Unit of Neuroscience Information and Complexity,True
03s92mv58,Geosciences Paris Sud,False
00pykk203,"Laboratoire Ingénierie, Procédés, Aliments",False
02c6p9834,Physiologie de la Reproduction et des Comportements,False
00vfxg105,Santé et Agroécologie du Vignoble,True
0024c1w94,Plants and Cropping Systems in Horticulture,False
0229z0679,"Milieux Environnementaux, Transferts et Interactions dans les Hydrosystèmes et les Sols",False
04qsvhr24,Soil Science Research Unit,False
01ws78v34,Research Unit on Infectious and Emerging Tropical Diseases,True
00ccpdp17,Biologie du Fruit et Pathologie,False
00b4q1853,Nanomatériaux Pour les Systèmes Sous Sollicitations Extrêmes,False
03d1jma17,Biologie Fonctionnelle Insectes et Interactions,True
03kk92g72,Genetics and Improvement of Fruit and Vegetables,True
00rt27171,Dynamique des Interactions Membranaires Normales et Pathologiques,True
01dz5cg19,Laboratoire de Virologie Moléculaire et Structurale,True
03atqv648,Integrative Physics and Physiology of Fruit and Forest Trees,False
0293jn610,Adaptation and Diversity in the Marine Environment,True
041tgdz97,Adaptative Mechanisms & Evolution,False
030jm0n16,"Proche-Orient, Caucase : Langues, Archéologie, Cultures",False
00r8amq78,"LIttoral, ENvironment and Societies",False
031xg0236,Virology and Human Pathology,True
05xtktk35,GeoAzur,False
04qhwn476,Centre Georg Simmel,False
05afmzm11,Verimag,True
03sypqe31,"Systèmes Membranaires, Photobiologie, Stress et Détoxication",False
01w0hda30,Laboratoire de Physique Théorique,False
00vxck708,Unité de Recherche Agrosystèmes tropicaux,False
01gje7n16,"Laboratory Glycochemistry, of Antimicrobials and Agroressources",False
03ck9wz82,"Laboratoire Sciences de l'Univers au Cerfacs",False
04e3ktk27,Laboratoire de Recherche en Informatique,True
04ett5b41,Laboratoire Jean Kuntzmann,True
03jhvx342,RMN Biomédicale et Neurosciences,True
00nrbzg90,Laboratoire Univers et Particules de Montpellier,True
03kfjwy31,Automation and Process Engineering Laboratory,True
00rxf9f27,Columbia Global Centers,False
05dt05430,Groupe de Recherche sur la Socialisation,True
02bt8gt55,IMACTIS,True
021f0sa24,Institut de Mathématiques de Bourgogne,True
02sz8cn84,"Institut de Recherche sur la Renaissance l'Age Classique et les Lumières",False
00xts7d02,"Institut de Science et d'Ingénierie Supramoléculaires",True
00a5z9122,Institut Interdisciplinaire d’Anthropologie du Contemporain,False
039p01270,Laboratoire de Biodiversité et Biotechnologies Microbiennes,False
01epym565,Laboratoire de Chimie Moléculaire,False
03z20vp15,Laboratoire de Chimie Physique - Matière et Rayonnement,False
04mp4zc06,Laboratory for Research on Learning and Development,False
04rkh0096,"Littérature, Idéologies, Représentations aux XVIIIe et XIXe Siècles",True
03sv5kk82,"Migrations Internationales, Espace Espaces et Sociétés",True
01bch8q67,Observatoire de Physique du Globe de Clermont-Ferrand,False
003fs1j49,"Savoirs, Textes, Langage",False
01mts2g59,Centre de Résonance Magnétique des Systèmes Biologiques,True
00fzq0880,Institut National de Prévention et d’Education pour la Santé,False
045krvc71,Labex Action,True
03eqm6y13,LabEx PERSYVAL-Lab,False
03g19es12,Labex Synorg,False
00ezvft90,Laboratory of Excellence GR-Ex,False
02445zq85,Tec 21,False
04nd4kk51,Ceramic Synthesis and Functionalization Laboratory,True
05xc9cz73,Nutraveris,True
00xzj9k32,Clinical Investigation Center Plurithematic Tours,False
018z38380,Laboratoire COMETE,True
05514hp74,Laboratoire Bioénergétique Fondamentale et Appliquée,False
03sc1p174,Laboratoire Interuniversitaire de Biologie de la Motricité,True
04hw9c755,NutriNeuro,True
03capj968,Institute of Cancer Research of Montpellier,False
03cejhk28,B-com Institute of Research and Technology,False
01an94380,Institut Emergences,False
032k75171,Carnot Institute Qualiment,True
00gd0s828,Institute For European Expertise in Physiology,True
03v83q278,Cancers et Préventions,False
04z28dj81,Institut Aguettant,True
02dpnb389,Clinatec,False
05sc3hd12,"Mitochondrie, stress oxydant et protection musculaire",True
02zwf7d57,Cognitive Neuropsychology and Physiopathology of Schizophrenia,True
035mqrn57,Center for the Sociology of Organizations,True
02m0hy518,"Laboratoire d'études sur les monothéismes",False
00tmb7y09,Laboratoire de Chimie Théorique,False
02b5vq778,Laboratory of Computer Science and Automatic Control for Systems,False
006z7v557,"Laboratory of Industrial and Human Automation Control, Mechanical Engineering and Computer Science",False
04hnkx132,Innovation Plasturgie Composites,False
03m6mkf15,Centre de Haute Energie,True
00deg7n09,Centre de Radiothérapie Bayard,False
00q5sq874,Centre de Réadaptation Cardiaque Les Grands Prés,True
05s3njy52,"Agence de l'Eau Seine Normandie",False
02q8k0k97,Fondation Centaure,False
05gnhhg32,Carilene,True
028z16q57,Institut de Biotechnologies Jacques Boy,True
00a78nr16,Laboratoire de la Mer,False
01g087661,AR2i,True
05xry8z31,Evaux Laboratoires,True
01e89dr28,BFA Laboratoires,False
03a05sb88,Laboratoires i2m,False
0014hfa49,Institut Clinident,False
024h0z890,Institut Génétique Nantes Atlantique,False
00190j002,Research Network on Electrochemical Energy Storage,False
0550dmh35,Centre Interdisciplinaire de Nanoscience de Marseille,False
05ppf7q77,"Atmospheres Laboratory Environments, Observations Spatiales",False
056g7f250,Laboratoire de Chimie et Physique Quantiques,False
01bn5c048,Laboratory of Quantum and Molecular Photonics,True
0238zyh04,"Institut des Matériaux, de Microélectronique et des Nanosciences de Provence",False
04g26vc28,Institut de Chimie Moléculaire de Grenoble,False
02mdnkg28,"Laboratoire d'Optique Atmosphérique",False
0529q4s79,Institut d’Epidémiologie Neurologique et de Neurologie Tropicale,False
042cesy50,Institut de Physique de Nice,True
01bpj7k68,Nancy Clinical Investigation Centre Innovative Technology,False
01pa4h393,Centre for Research and Teaching in Environmental Geoscience,False
04xbczw40,Laboratoire Ampère,False
01wy0hc37,Alistore,False
000sec356,Epizone,False
04k4pxr75,European Ceramics Centre,False
05258q350,Mediterranean Institute of Oceanography,False
019msr682,Colmar Inra Research Centre,False
0157t2j08,"Architecture Urbanisme Société : Savoirs, Enseignement, Recherche",False
05fxzh978,Laboratoire Philippe Auguste,False
02ephh346,Metabrain Research,True
03b0fve92,Herbarom Laboratoire,False
01gv18538,"Institute of Formulation, Analysis and Quality Control Research",True
048z48z46,Centre de Recherche en Terminologie et Traduction,False
01rzzcx32,Centre de Recherches Critiques sur le Droit,True
04bsn3y16,Center for Research in Psychopathology and Clinical Psychology,False
026tf7535,Centre Max Weber,True
0476zq753,"Conception de l'Action en Situation",True
02stf8w13,Decision & Information Sciences for Production Systems,False
03cccec37,"Droits, Contrats et Territoires",False
037xc1874,"Education, Cultures, Politiques",False
009frb846,"Entrepôts, Représentation et Ingénierie des Connaissances",False
04y24xj84,"Equipe de recherche de Lyon en Sciences de l'Information et de la Communication",True
054f5fc35,Fédération Informatique de Lyon,False
028cp7y71,Groupe de Recherche en Psychologie Sociale,False
01ap27310,"Institut Supérieur pour l'Étude des Religions et de la Laïcité",False
01yw97595,Laboratoire Aménagement Économie Transports,True
04qz4qy85,Laboratoire de Recherche Historique Rhône-Alpes,True
0061rmm93,Laboratoire d’Étude des Mécanismes Cognitifs,False
00rj8cd91,Laboratory of Rural Studies,False
027364b18,Bipar,False
013vjwn12,Biopolymères Interactions Assemblages,False
016wdna72,STIC Research Centre,True
0208m5v39,Régulations Naturelle et Artificielle,False
021x7r354,Fungal Biodiversity and Biotechnology,True
00j6szp87,"Centre de Recherche d'Histoire Quantitative",True
03rwxa582,"Biotherapy of Genetic Diseases, Inflammatory Disorders and Cancers",True
05vjwz959,"Centre de Recherche Interdisciplinaire en Histoire, Histoire de l’art et Musicologie",False
031ah7413,"Astrophysique Relativiste, Théories, Expériences, Métrologie, Instrumentation, Signaux",False
01k383v05,Centre for Energy and Thermal Sciences of Lyon,False
01n9yr226,Centre Tourangeau d’Histoire et d’Études des Sources,True
027mnq498,"De la Préhistoire à l'Actuel : Culture, Environnement et Anthropologie",False
00k3ph542,"Laboratoire Complexité, Innovation et Activités Motrices et Sportives",True
03cp8z405,Comportement et Écologie de la Faune Sauvage,False
02zs48f23,Conditions Extrêmes et Matériaux Haute Température et Irradiation,True
05j6qf006,Cereep Ecotron Île-de-France,True
016pnwd02,Frédéric Joliot Institute for Life Sciences,False
05y6rqs46,"Département d'Informatique",True
02zh2vx86,Contrôle de la Réponse Immune B et Lymphoproliférations,False
0449khs19,Center for Research in Economics and Statistics,False
00xts7d02,"Institut de Science et d'Ingénierie Supramoléculaires",False
00a5z9122,Institut Interdisciplinaire d’Anthropologie du Contemporain,False
039p01270,Laboratoire de Biodiversité et Biotechnologies Microbiennes,True
01epym565,Laboratoire de Chimie Moléculaire,False
03z20vp15,Laboratoire de Chimie Physique - Matière et Rayonnement,False
04mp4zc06,Laboratory for Research on Learning and Development,False
04rkh0096,"Littérature, Idéologies, Représentations aux XVIIIe et XIXe Siècles",False
03sv5kk82,"Migrations Internationales, Espace Espaces et Sociétés",True
01bch8q67,Observatoire de Physique du Globe de Clermont-Ferrand,False
003fs1j49,"Savoirs, Textes, Langage",False
01mts2g59,Centre de Résonance Magnétique des Systèmes Biologiques,False
00fzq0880,Institut National de Prévention et d’Education pour la Santé,True
045krvc71,Labex Action,False
03eqm6y13,LabEx PERSYVAL-Lab,False
03g19es12,Labex Synorg,False
00ezvft90,Laboratory of Excellence GR-Ex,False
02445zq85,Tec 21,False
04nd4kk51,Ceramic Synthesis and Functionalization Laboratory,True
05xc9cz73,Nutraveris,False
00xzj9k32,Clinical Investigation Center Plurithematic Tours,True
017ed2k28,"Endothelium, Valvulopathy & Heart Failure",False
03d2jk391,"Laboratoire de Génie Civil, Diagnostic et Durabilité",True
043v8pc22,Institute for Research and Innovation in Biomedicine,False
04vgc9p51,Centre de Recherche Cardio-Thoracique de Bordeaux,False
00rfccx09,"Groupe de Recherche en Droit, Économie, Gestion",False
01aqxgr98,"Computer Science, Integrative Biology and Complex Systems",False
05dy6wv04,"Inflammation, Chemokines and Immunopathology",False
03kasac21,Groupe de Recherche en Fertilité Humaine,False
01p6yxw64,"Groupe des Écoles Nationales d'Économie et Statistique",False
03011gg73,Institut de Recherche Dupuy de Lôme,False
05dsek450,Hémostase et Dynamique Cellulaire Vasculaire,False
02nxezb95,"Handicap Neuromusculaire Physiopathologie, Biothérapie et Pharmacologie Appliquées",True
02s3m2561,Health Services and Performance Research Laboratory,False
045bzvb60,Sciences en Société,False
04g9rt435,"Institut des Cellules Souches pour le Traitement et l'Étude des Maladies Monogéniques",False
036eg1q44,Institut de Recherche en Infectiologie de Montpellier,False
00c3ta789,Histoire Naturelle de l’Homme Préhistorique,True
01xdxaz62,Safety and Quality of Processed Fruit and Vegetables,True
002a9y532,Unité de Recherche Technologie et Analyses Laitières,False
02nzb0q40,Sécurité des Aliments et Microbiologie,False
02nhpf205,Cancéropôle Lyon Auvergne-Rhône-Alpes,True
0050w9p71,Cancéropôle Est,False
01b5rtm37,Genotoxic Stress and Cancer,False
03s3cgk74,Laboratoire de Mesure du Carbone 14,True
058h5ns38,Cancéropôle Grand Sud-Ouest,True
04rhf8d87,Cancéropôle Nord-Ouest,False
02dsacc67,Immunology from Concept and Experiments to Translation,False
013ctv878,"Centre d'étude des solidarités sociales",False
028cef883,Chrono-Environment Laboratory,False
025sfbe73,Theories and Approaches of Genomic Complexity,True
02bn1dj67,"Centre d'Épidémiologie sur les Causes Médicales de Décès",False
055s8hs34,Genetic Stability and Oncogenesis,True
03ct0te27,Phosphorylation de protéines et Pathologies Humaines,False
00j29pk38,The European Center for High Field NMR,True
00190j002,Research Network on Electrochemical Energy Storage,False
0550dmh35,Centre Interdisciplinaire de Nanoscience de Marseille,False
05ppf7q77,"Atmospheres Laboratory Environments, Observations Spatiales",False
056g7f250,Laboratoire de Chimie et Physique Quantiques,False
01bn5c048,Laboratory of Quantum and Molecular Photonics,False
0238zyh04,"Institut des Matériaux, de Microélectronique et des Nanosciences de Provence",False
04g26vc28,Institut de Chimie Moléculaire de Grenoble,False
02mdnkg28,"Laboratoire d'Optique Atmosphérique",True
0529q4s79,Institut d’Epidémiologie Neurologique et de Neurologie Tropicale,False
042cesy50,Institut de Physique de Nice,False
01bpj7k68,Nancy Clinical Investigation Centre Innovative Technology,False
01pa4h393,Centre for Research and Teaching in Environmental Geoscience,False
04xbczw40,Laboratoire Ampère,True
01wy0hc37,Alistore,False
000sec356,Epizone,False
04k4pxr75,European Ceramics Centre,False
05258q350,Mediterranean Institute of Oceanography,False
019msr682,Colmar Inra Research Centre,False
0157t2j08,"Architecture Urbanisme Société : Savoirs, Enseignement, Recherche",False
05fxzh978,Laboratoire Philippe Auguste,False
020nks034,Botany and Modelling of Plant Architecture and Vegetation,False
03jv6w209,Maison de la Simulation,False
04zr5ey71,Institut Carnot ARTS,False
04zaaa143,Laboratory of Theoretical Physics of Condensed Matter,False
00khkb614,Laboratory of Excellence for Financial Regulation,False
00f5hap04,"Acteurs, Ressources et Territoires dans le Développement",True
04afed728,Computer Science Laboratory of the École Polytechnique,True
03hp7bq97,Laboratoire d’Économie d’Orléans,False
01thw2g46,Laboratory of BioChemistry,True
03r938j26,Laboratory of Fundamental and Applied Computer Science of Tours,False
05ev54a13,"Laboratoire d'Économie des Ressources Naturelles",False
03g2c2k71,Laboratoire de Mathématiques et Physique Théorique,False
01vrxpt40,"Laboratoire de Mécanique, Modélisation & Procédés Propres",False
01c6vgf77,Biochemistry Laboratory,False
04axb9j69,Laboratoire d’Electrochimie et de Physico-chimie des Matériaux et des Interfaces,True
00t3fpp34,"Laboratory of Computing, Modelling and Optimization of the Systems",True
014net767,"Laboratoire de Physico-Chimie de l'Atmosphère",False
00pcqj134,Laboratory of Computational and Quantitative Biology,False
01215r597,"Laboratoire d'Informatique, Signaux et Systèmes de Sophia Antipolis",False
00ah32k04,"Laboratoire d'Électronique, Antennes et Télécommunications",False
00xe97z49,Laboratory of Woody Plants and Crops Biology,False
02g4mxc89,Laboratory for Therapeutic Innovation,False
04gnd7c94,"Laboratoire d’Électronique, Informatique et Image",True
